# y+ ()       
# Time        	patch         	min           	max           	average       
0             	wall_b	2.599907e-01	3.338432e-01	3.275240e-01
0             	defaultFaces	2.193142e-01	3.399015e-01	3.256867e-01
100           	wall_b	6.483308e-03	3.907034e-01	8.967694e-02
100           	defaultFaces	6.590720e-03	3.956668e-01	8.343454e-02
200           	wall_b	2.184534e-03	2.185355e-01	5.389084e-02
200           	defaultFaces	2.312028e-03	2.266543e-01	4.818091e-02
300           	wall_b	9.358288e-04	1.722188e-01	4.376466e-02
300           	defaultFaces	9.728883e-04	1.639073e-01	3.927356e-02
400           	wall_b	4.435664e-04	1.724274e-01	4.015022e-02
400           	defaultFaces	4.452888e-04	2.499573e-01	3.772056e-02
500           	wall_b	3.142576e-04	1.719008e-01	3.850843e-02
500           	defaultFaces	2.797313e-04	1.962696e-01	3.680040e-02
600           	wall_b	2.375989e-04	1.732411e-01	3.716589e-02
600           	defaultFaces	2.072720e-04	1.609468e-01	3.385906e-02
700           	wall_b	1.728204e-04	1.715624e-01	3.726761e-02
700           	defaultFaces	1.580383e-04	1.582646e-01	3.322079e-02
800           	wall_b	1.230895e-04	1.714173e-01	3.769555e-02
800           	defaultFaces	1.270649e-04	1.581100e-01	3.305423e-02
900           	wall_b	8.728546e-05	1.722224e-01	3.816871e-02
900           	defaultFaces	1.174082e-04	1.579571e-01	3.281278e-02
1000          	wall_b	9.006041e-05	1.723269e-01	3.835342e-02
1000          	defaultFaces	1.138563e-04	1.583458e-01	3.254878e-02
1100          	wall_b	8.504016e-05	1.681231e-01	3.829407e-02
1100          	defaultFaces	1.102215e-04	1.582333e-01	3.230832e-02
1200          	wall_b	7.853866e-05	1.678468e-01	3.829193e-02
1200          	defaultFaces	1.052438e-04	1.582561e-01	3.229171e-02
1300          	wall_b	7.232161e-05	1.681693e-01	3.832352e-02
1300          	defaultFaces	1.015228e-04	1.583481e-01	3.234784e-02
1400          	wall_b	6.953701e-05	1.683804e-01	3.836292e-02
1400          	defaultFaces	9.980207e-05	1.579715e-01	3.242920e-02
1500          	wall_b	6.764562e-05	1.688044e-01	3.839611e-02
1500          	defaultFaces	9.838815e-05	1.583496e-01	3.251622e-02
1596          	wall_b	6.561554e-05	1.688574e-01	3.841709e-02
1596          	defaultFaces	9.686853e-05	1.583575e-01	3.256498e-02
