# Residuals   
# Time        	p             	Ux            	Uy            	Uz            
0             	N/A	N/A
1             	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00
2             	3.010863e-02	5.285795e-01	4.046752e-01	4.151980e-01
3             	4.979088e-02	2.007546e-01	1.895755e-01	1.603735e-01
4             	7.001932e-02	9.529011e-02	1.437381e-01	5.360921e-01
5             	2.026262e-01	4.327469e-02	1.269432e-01	5.343925e-01
6             	1.186366e-01	5.872186e-02	1.310542e-01	3.873963e-01
7             	7.189289e-02	9.892544e-02	1.344027e-01	2.424387e-01
8             	5.905420e-02	1.210883e-01	1.293059e-01	1.392612e-01
9             	6.107220e-02	1.102859e-01	1.226206e-01	2.481282e-01
10            	8.032288e-02	6.705499e-02	1.047018e-01	3.952403e-01
11            	1.459289e-01	3.782664e-02	8.693238e-02	3.794657e-01
12            	7.500211e-02	4.782981e-02	7.546771e-02	2.823885e-01
13            	5.618986e-02	5.495592e-02	6.117135e-02	1.707009e-01
14            	5.237339e-02	4.679290e-02	4.612661e-02	9.518727e-02
15            	5.717593e-02	3.185566e-02	3.723525e-02	1.608651e-01
16            	7.269123e-02	1.852195e-02	3.083270e-02	2.114129e-01
17            	1.011094e-01	1.296493e-02	2.641420e-02	1.948685e-01
18            	8.286140e-02	1.522362e-02	2.321356e-02	1.424827e-01
19            	7.532866e-02	1.726818e-02	1.913407e-02	8.228672e-02
20            	7.731806e-02	1.518766e-02	1.537283e-02	5.934598e-02
21            	8.673286e-02	1.064514e-02	1.363343e-02	8.641545e-02
22            	9.946310e-02	8.503897e-03	1.322612e-02	9.915984e-02
23            	8.411625e-02	1.007659e-02	1.315300e-02	8.818094e-02
24            	7.604235e-02	1.130349e-02	1.218934e-02	6.426404e-02
25            	7.323353e-02	1.106077e-02	1.074063e-02	4.313985e-02
26            	7.417717e-02	9.803744e-03	9.672107e-03	4.315381e-02
27            	7.768906e-02	8.219551e-03	8.826847e-03	5.155696e-02
28            	8.228510e-02	6.829002e-03	7.880964e-03	5.266592e-02
29            	8.608558e-02	5.915667e-03	6.897609e-03	4.661514e-02
30            	8.764980e-02	5.412925e-03	6.025795e-03	3.795499e-02
31            	8.659287e-02	5.149186e-03	5.493399e-03	3.209580e-02
32            	8.362226e-02	5.146175e-03	5.401482e-03	3.176969e-02
33            	7.984372e-02	5.314010e-03	5.484133e-03	3.285296e-02
34            	7.621020e-02	5.484418e-03	5.493206e-03	3.199879e-02
35            	7.328646e-02	5.547843e-03	5.385406e-03	2.957170e-02
36            	7.117968e-02	5.470368e-03	5.206678e-03	2.730899e-02
37            	6.978321e-02	5.273254e-03	5.004929e-03	2.644312e-02
38            	6.886416e-02	5.011380e-03	4.796358e-03	2.641106e-02
39            	6.813343e-02	4.743394e-03	4.581758e-03	2.609165e-02
40            	6.732260e-02	4.510316e-03	4.373688e-03	2.520488e-02
41            	6.625497e-02	4.330800e-03	4.194035e-03	2.404813e-02
42            	6.488787e-02	4.202727e-03	4.048044e-03	2.297926e-02
43            	6.329173e-02	4.114804e-03	3.940063e-03	2.221407e-02
44            	6.157728e-02	4.050161e-03	3.853467e-03	2.163062e-02
45            	5.985147e-02	3.992726e-03	3.774270e-03	2.107490e-02
46            	5.819421e-02	3.930926e-03	3.697048e-03	2.051810e-02
47            	5.665207e-02	3.856448e-03	3.610120e-03	1.995526e-02
48            	5.522273e-02	3.771835e-03	3.523616e-03	1.946110e-02
49            	5.389279e-02	3.680658e-03	3.436609e-03	1.900372e-02
50            	5.262566e-02	3.588821e-03	3.351070e-03	1.854721e-02
51            	5.139792e-02	3.506228e-03	3.283641e-03	1.815972e-02
52            	5.016735e-02	3.422412e-03	3.193970e-03	1.762079e-02
53            	4.893525e-02	3.350932e-03	3.123265e-03	1.715308e-02
54            	4.770637e-02	3.286885e-03	3.058575e-03	1.671899e-02
55            	4.648909e-02	3.228409e-03	2.998759e-03	1.631266e-02
56            	4.529299e-02	3.173479e-03	2.942875e-03	1.592787e-02
57            	4.413263e-02	3.122129e-03	2.893315e-03	1.558810e-02
58            	4.300819e-02	3.068268e-03	2.837470e-03	1.522119e-02
59            	4.192223e-02	3.016283e-03	2.786533e-03	1.487413e-02
60            	4.087416e-02	2.965390e-03	2.737647e-03	1.454868e-02
61            	3.986491e-02	2.915812e-03	2.690924e-03	1.423810e-02
62            	3.888744e-02	2.867624e-03	2.645440e-03	1.393130e-02
63            	3.794011e-02	2.821654e-03	2.602241e-03	1.363813e-02
64            	3.701971e-02	2.777911e-03	2.561079e-03	1.335530e-02
65            	3.612869e-02	2.736976e-03	2.523494e-03	1.309375e-02
66            	3.526266e-02	2.697099e-03	2.485677e-03	1.283327e-02
67            	3.442082e-02	2.658838e-03	2.449448e-03	1.258249e-02
68            	3.360628e-02	2.621931e-03	2.414678e-03	1.233617e-02
69            	3.282180e-02	2.586455e-03	2.381487e-03	1.210398e-02
70            	3.206254e-02	2.552146e-03	2.349579e-03	1.188073e-02
71            	3.133439e-02	2.519565e-03	2.320750e-03	1.167901e-02
72            	3.062971e-02	2.486909e-03	2.290277e-03	1.146988e-02
73            	2.994888e-02	2.455482e-03	2.261463e-03	1.127092e-02
74            	2.929070e-02	2.425075e-03	2.233648e-03	1.107280e-02
75            	2.865803e-02	2.395826e-03	2.207037e-03	1.088658e-02
76            	2.804580e-02	2.367633e-03	2.181559e-03	1.070804e-02
77            	2.745373e-02	2.340301e-03	2.156727e-03	1.053440e-02
78            	2.688221e-02	2.313895e-03	2.132870e-03	1.036861e-02
79            	2.632992e-02	2.288357e-03	2.109930e-03	1.020881e-02
80            	2.579570e-02	2.263494e-03	2.087662e-03	1.005109e-02
81            	2.528000e-02	2.239528e-03	2.066341e-03	9.901253e-03
82            	2.478083e-02	2.216132e-03	2.045345e-03	9.754813e-03
83            	2.429878e-02	2.193447e-03	2.025113e-03	9.613733e-03
84            	2.383269e-02	2.171460e-03	2.005619e-03	9.478527e-03
85            	2.338205e-02	2.150105e-03	1.986820e-03	9.348236e-03
86            	2.294567e-02	2.129273e-03	1.968564e-03	9.219303e-03
87            	2.252349e-02	2.108993e-03	1.950631e-03	9.094624e-03
88            	2.211453e-02	2.089258e-03	1.933211e-03	8.974095e-03
89            	2.171882e-02	2.070133e-03	1.916433e-03	8.857663e-03
90            	2.133512e-02	2.051570e-03	1.900204e-03	8.745872e-03
91            	2.096381e-02	2.033565e-03	1.884611e-03	8.638622e-03
92            	2.060314e-02	2.015774e-03	1.869007e-03	8.529786e-03
93            	2.026435e-02	2.001501e-03	1.861285e-03	8.475372e-03
94            	1.992418e-02	1.982999e-03	1.844190e-03	8.372468e-03
95            	1.959234e-02	1.965849e-03	1.826083e-03	8.236003e-03
96            	1.927267e-02	1.949736e-03	1.811949e-03	8.140203e-03
97            	1.896389e-02	1.934147e-03	1.798228e-03	8.046809e-03
98            	1.866279e-02	1.918769e-03	1.784756e-03	7.953908e-03
99            	1.837010e-02	1.903963e-03	1.771857e-03	7.865545e-03
100           	1.808580e-02	1.889465e-03	1.759320e-03	7.780314e-03
101           	1.781290e-02	1.875973e-03	1.748601e-03	7.707055e-03
102           	1.754483e-02	1.861835e-03	1.736012e-03	7.624894e-03
103           	1.728119e-02	1.848225e-03	1.723989e-03	7.545107e-03
104           	1.702418e-02	1.834919e-03	1.712377e-03	7.464113e-03
105           	1.677848e-02	1.821981e-03	1.701197e-03	7.389145e-03
106           	1.653745e-02	1.809393e-03	1.690139e-03	7.316368e-03
107           	1.630327e-02	1.797310e-03	1.680157e-03	7.250450e-03
108           	1.607535e-02	1.785050e-03	1.669336e-03	7.181068e-03
109           	1.585069e-02	1.773190e-03	1.659008e-03	7.113641e-03
110           	1.564046e-02	1.763853e-03	1.654206e-03	7.077582e-03
111           	1.542783e-02	1.750602e-03	1.640197e-03	6.997392e-03
112           	1.521835e-02	1.739156e-03	1.629801e-03	6.924681e-03
113           	1.501495e-02	1.728017e-03	1.619838e-03	6.861092e-03
114           	1.481914e-02	1.717347e-03	1.610384e-03	6.801926e-03
115           	1.462625e-02	1.706886e-03	1.601260e-03	6.745274e-03
116           	1.443914e-02	1.696574e-03	1.592361e-03	6.687914e-03
117           	1.425542e-02	1.686423e-03	1.583417e-03	6.632127e-03
118           	1.407642e-02	1.676483e-03	1.574599e-03	6.577342e-03
119           	1.390124e-02	1.666736e-03	1.566065e-03	6.524489e-03
120           	1.373051e-02	1.657231e-03	1.557775e-03	6.473720e-03
121           	1.356299e-02	1.647948e-03	1.549738e-03	6.425323e-03
122           	1.339919e-02	1.638611e-03	1.541489e-03	6.373797e-03
123           	1.323909e-02	1.629479e-03	1.533370e-03	6.324938e-03
124           	1.308281e-02	1.620567e-03	1.525494e-03	6.277333e-03
125           	1.292942e-02	1.611825e-03	1.517793e-03	6.230983e-03
126           	1.278014e-02	1.603315e-03	1.510341e-03	6.187268e-03
127           	1.263286e-02	1.594847e-03	1.502817e-03	6.144092e-03
128           	1.248913e-02	1.586357e-03	1.495220e-03	6.098533e-03
129           	1.234764e-02	1.578142e-03	1.487886e-03	6.055383e-03
130           	1.222199e-02	1.582989e-03	1.510624e-03	6.197141e-03
131           	1.208972e-02	1.563131e-03	1.475666e-03	5.999036e-03
