# Residuals   
# Time        	p             	Ux            	Uy            	Uz            
0             	N/A	N/A
1             	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00
2             	3.236474e-02	5.192493e-01	4.028121e-01	4.157691e-01
3             	5.600856e-02	1.928008e-01	1.886969e-01	1.620606e-01
4             	8.263181e-02	9.108215e-02	1.421339e-01	5.296052e-01
5             	2.491730e-01	4.144747e-02	1.263187e-01	5.247560e-01
6             	1.238829e-01	5.838520e-02	1.329180e-01	3.795634e-01
7             	7.730018e-02	9.747300e-02	1.376601e-01	2.354665e-01
8             	6.623333e-02	1.174051e-01	1.332539e-01	1.356487e-01
9             	6.901026e-02	1.046884e-01	1.262186e-01	2.454198e-01
10            	9.038164e-02	6.198399e-02	1.063623e-01	3.746864e-01
11            	1.465928e-01	3.578789e-02	8.715015e-02	3.556912e-01
12            	7.791169e-02	4.648269e-02	7.519809e-02	2.649427e-01
13            	6.064490e-02	5.253441e-02	6.076120e-02	1.570803e-01
14            	5.739615e-02	4.418054e-02	4.591891e-02	8.859681e-02
15            	6.282434e-02	2.976052e-02	3.716790e-02	1.501644e-01
16            	7.847672e-02	1.715711e-02	3.064569e-02	1.885232e-01
17            	1.006147e-01	1.240674e-02	2.661207e-02	1.698237e-01
18            	8.220792e-02	1.497668e-02	2.390646e-02	1.213651e-01
19            	7.699971e-02	1.676062e-02	2.004892e-02	6.791175e-02
20            	7.974452e-02	1.449926e-02	1.642451e-02	5.147347e-02
21            	8.850113e-02	1.007052e-02	1.448626e-02	7.509565e-02
22            	9.612816e-02	8.220292e-03	1.366053e-02	8.463983e-02
23            	8.439729e-02	9.811008e-03	1.332114e-02	7.440558e-02
24            	7.809650e-02	1.091369e-02	1.227748e-02	5.347888e-02
25            	7.612353e-02	1.059369e-02	1.083463e-02	3.596411e-02
26            	7.730306e-02	9.341872e-03	9.786083e-03	3.716896e-02
27            	8.057568e-02	7.790854e-03	8.871422e-03	4.391007e-02
28            	8.443610e-02	6.450375e-03	7.888936e-03	4.415852e-02
29            	8.723715e-02	5.601009e-03	6.941714e-03	3.855254e-02
30            	8.805744e-02	5.146120e-03	6.119383e-03	3.131075e-02
31            	8.676083e-02	4.913481e-03	5.576160e-03	2.673966e-02
32            	8.399986e-02	4.932531e-03	5.477254e-03	2.692391e-02
33            	8.070788e-02	5.105582e-03	5.555341e-03	2.780466e-02
34            	7.763160e-02	5.273818e-03	5.564937e-03	2.692017e-02
35            	7.515911e-02	5.330401e-03	5.455789e-03	2.480270e-02
36            	7.335798e-02	5.243779e-03	5.270427e-03	2.290928e-02
37            	7.211702e-02	5.042135e-03	5.058616e-03	2.226928e-02
38            	7.121987e-02	4.782364e-03	4.835596e-03	2.227667e-02
39            	7.041208e-02	4.520934e-03	4.603874e-03	2.193417e-02
40            	6.947930e-02	4.297030e-03	4.385460e-03	2.115394e-02
41            	6.828523e-02	4.125952e-03	4.197729e-03	2.014713e-02
42            	6.685303e-02	4.006362e-03	4.053748e-03	1.927758e-02
43            	6.525915e-02	3.924761e-03	3.947070e-03	1.865734e-02
44            	6.357859e-02	3.865363e-03	3.861892e-03	1.817687e-02
45            	6.190769e-02	3.811089e-03	3.782470e-03	1.770962e-02
46            	6.029038e-02	3.749817e-03	3.699839e-03	1.721822e-02
47            	5.878115e-02	3.676808e-03	3.612259e-03	1.676557e-02
48            	5.738284e-02	3.593258e-03	3.521097e-03	1.636274e-02
49            	5.604530e-02	3.503657e-03	3.429076e-03	1.597626e-02
50            	5.475074e-02	3.415161e-03	3.342857e-03	1.565902e-02
51            	5.346869e-02	3.329023e-03	3.253943e-03	1.520520e-02
52            	5.219607e-02	3.251334e-03	3.173091e-03	1.480870e-02
53            	5.093872e-02	3.182201e-03	3.099458e-03	1.442541e-02
54            	4.968865e-02	3.120194e-03	3.032197e-03	1.405717e-02
55            	4.844811e-02	3.063670e-03	2.970121e-03	1.371407e-02
56            	4.721636e-02	3.010562e-03	2.911523e-03	1.339336e-02
57            	4.602167e-02	2.958972e-03	2.855461e-03	1.309481e-02
58            	4.488008e-02	2.907946e-03	2.801040e-03	1.280854e-02
59            	4.377380e-02	2.857317e-03	2.748244e-03	1.252772e-02
60            	4.269905e-02	2.807640e-03	2.697121e-03	1.225719e-02
61            	4.164805e-02	2.759159e-03	2.647622e-03	1.199334e-02
62            	4.063192e-02	2.712814e-03	2.603070e-03	1.179210e-02
63            	3.965415e-02	2.667634e-03	2.556402e-03	1.152097e-02
64            	3.870880e-02	2.624701e-03	2.512871e-03	1.128229e-02
65            	3.778383e-02	2.584089e-03	2.471660e-03	1.104932e-02
66            	3.687352e-02	2.545328e-03	2.432118e-03	1.082575e-02
67            	3.598843e-02	2.508278e-03	2.394860e-03	1.062488e-02
68            	3.514824e-02	2.472678e-03	2.359252e-03	1.043876e-02
69            	3.433752e-02	2.438066e-03	2.324814e-03	1.025185e-02
70            	3.355162e-02	2.404411e-03	2.291391e-03	1.006367e-02
71            	3.278040e-02	2.371861e-03	2.258942e-03	9.882771e-03
72            	3.203572e-02	2.340317e-03	2.228374e-03	9.720130e-03
73            	3.132597e-02	2.309925e-03	2.198908e-03	9.563980e-03
74            	3.064889e-02	2.280907e-03	2.172115e-03	9.436044e-03
75            	2.998804e-02	2.252205e-03	2.143473e-03	9.256766e-03
76            	2.934000e-02	2.224521e-03	2.116398e-03	9.103187e-03
77            	2.870508e-02	2.197964e-03	2.090703e-03	8.961023e-03
78            	2.810577e-02	2.172215e-03	2.065941e-03	8.829299e-03
79            	2.753262e-02	2.147292e-03	2.042203e-03	8.703279e-03
80            	2.697626e-02	2.123275e-03	2.019258e-03	8.578230e-03
81            	2.642865e-02	2.100388e-03	1.997893e-03	8.470833e-03
82            	2.589419e-02	2.077387e-03	1.975791e-03	8.338304e-03
83            	2.538815e-02	2.055193e-03	1.954740e-03	8.227777e-03
84            	2.490649e-02	2.033854e-03	1.934606e-03	8.119704e-03
85            	2.443588e-02	2.013160e-03	1.915060e-03	8.007274e-03
86            	2.397112e-02	1.992939e-03	1.896034e-03	7.896848e-03
87            	2.351348e-02	1.974038e-03	1.879758e-03	7.831623e-03
88            	2.308180e-02	1.954898e-03	1.861123e-03	7.722371e-03
89            	2.267183e-02	1.936069e-03	1.843377e-03	7.627748e-03
90            	2.227127e-02	1.917942e-03	1.826212e-03	7.529984e-03
91            	2.187491e-02	1.900544e-03	1.809586e-03	7.437054e-03
92            	2.148514e-02	1.883550e-03	1.793959e-03	7.354753e-03
93            	2.111436e-02	1.867060e-03	1.778916e-03	7.280502e-03
94            	2.076522e-02	1.850827e-03	1.764089e-03	7.201800e-03
95            	2.042276e-02	1.835093e-03	1.749586e-03	7.118662e-03
96            	2.008381e-02	1.819884e-03	1.735629e-03	7.040815e-03
97            	1.974376e-02	1.805044e-03	1.722032e-03	6.966801e-03
98            	1.942342e-02	1.790634e-03	1.709418e-03	6.912026e-03
99            	1.912127e-02	1.776404e-03	1.696238e-03	6.843805e-03
100           	1.882555e-02	1.762441e-03	1.683350e-03	6.774643e-03
101           	1.853125e-02	1.749033e-03	1.670666e-03	6.702789e-03
102           	1.823809e-02	1.735719e-03	1.658473e-03	6.634539e-03
103           	1.795820e-02	1.722903e-03	1.647166e-03	6.582545e-03
104           	1.769834e-02	1.710379e-03	1.636076e-03	6.529573e-03
105           	1.744189e-02	1.698066e-03	1.624912e-03	6.463996e-03
106           	1.718705e-02	1.685971e-03	1.613948e-03	6.399757e-03
107           	1.692865e-02	1.674312e-03	1.603420e-03	6.342795e-03
108           	1.668405e-02	1.663004e-03	1.593640e-03	6.302938e-03
109           	1.645466e-02	1.651770e-03	1.583569e-03	6.255193e-03
