# y+ ()       
# Time        	patch         	min           	max           	average       
0             	wall_b	1.434410e-01	1.841059e-01	1.820804e-01
0             	defaultFaces	1.295938e-01	1.923780e-01	1.816701e-01
100           	wall_b	2.990242e-03	4.115827e-01	6.360326e-02
100           	defaultFaces	2.810126e-03	3.760901e-01	6.045755e-02
200           	wall_b	1.103647e-03	1.959175e-01	3.202117e-02
200           	defaultFaces	1.097038e-03	2.115064e-01	2.951981e-02
300           	wall_b	5.738505e-04	1.273745e-01	2.276611e-02
300           	defaultFaces	5.619917e-04	1.013745e-01	2.069840e-02
400           	wall_b	3.612901e-04	8.439415e-02	1.875171e-02
400           	defaultFaces	3.402621e-04	8.848291e-02	1.697250e-02
500           	wall_b	2.754285e-04	7.403850e-02	1.663857e-02
500           	defaultFaces	2.595871e-04	8.848284e-02	1.493367e-02
600           	wall_b	2.522072e-04	6.793727e-02	1.532310e-02
600           	defaultFaces	2.377961e-04	9.107186e-02	1.386506e-02
700           	wall_b	2.294070e-04	6.782876e-02	1.447257e-02
700           	defaultFaces	2.163064e-04	9.647598e-02	1.335173e-02
800           	wall_b	2.065972e-04	6.768616e-02	1.387014e-02
800           	defaultFaces	1.947622e-04	9.561414e-02	1.303466e-02
900           	wall_b	1.813422e-04	6.396876e-02	1.341020e-02
900           	defaultFaces	1.707646e-04	9.277086e-02	1.277394e-02
1000          	wall_b	1.601068e-04	6.265999e-02	1.305849e-02
1000          	defaultFaces	1.376443e-04	9.864334e-02	1.261947e-02
1100          	wall_b	1.449323e-04	6.297264e-02	1.278900e-02
1100          	defaultFaces	1.131388e-04	1.042037e-01	1.250702e-02
1200          	wall_b	1.285393e-04	6.271619e-02	1.258903e-02
1200          	defaultFaces	1.009103e-04	1.062679e-01	1.238976e-02
1300          	wall_b	1.176696e-04	6.172456e-02	1.245560e-02
1300          	defaultFaces	9.241485e-05	1.043435e-01	1.224291e-02
1400          	wall_b	1.085510e-04	6.101929e-02	1.233920e-02
1400          	defaultFaces	8.502937e-05	9.965822e-02	1.206223e-02
1500          	wall_b	1.004924e-04	6.002270e-02	1.227064e-02
1500          	defaultFaces	7.856601e-05	9.255951e-02	1.189372e-02
1600          	wall_b	9.352577e-05	5.790986e-02	1.224349e-02
1600          	defaultFaces	7.303168e-05	8.848276e-02	1.174815e-02
1700          	wall_b	8.778541e-05	5.367650e-02	1.221671e-02
1700          	defaultFaces	6.856997e-05	8.848276e-02	1.152489e-02
1800          	wall_b	8.348291e-05	5.056521e-02	1.214099e-02
1800          	defaultFaces	6.521581e-05	8.848276e-02	1.113221e-02
1900          	wall_b	8.061996e-05	5.056520e-02	1.208879e-02
1900          	defaultFaces	6.281035e-05	8.848277e-02	1.101007e-02
2000          	wall_b	7.850400e-05	5.056520e-02	1.211408e-02
2000          	defaultFaces	6.085888e-05	8.848276e-02	1.100524e-02
2037          	wall_b	7.782962e-05	5.056520e-02	1.213448e-02
2037          	defaultFaces	6.020971e-05	8.848101e-02	1.100764e-02
