# y+ ()       
# Time        	patch         	min           	max           	average       
0             	wall_b	1.343047e-01	1.723652e-01	1.705682e-01
0             	defaultFaces	1.270631e-01	1.797892e-01	1.702055e-01
100           	wall_b	2.335727e-03	4.046705e-01	5.834985e-02
100           	defaultFaces	2.383235e-03	3.367364e-01	5.734664e-02
200           	wall_b	9.671623e-04	1.630894e-01	2.885354e-02
200           	defaultFaces	9.770876e-04	1.637618e-01	2.862809e-02
300           	wall_b	5.613045e-04	1.109963e-01	2.088925e-02
300           	defaultFaces	5.780477e-04	1.393981e-01	2.087247e-02
400           	wall_b	3.275112e-04	9.304811e-02	1.763536e-02
400           	defaultFaces	3.421442e-04	1.435292e-01	1.776836e-02
500           	wall_b	2.093913e-04	8.540484e-02	1.602236e-02
500           	defaultFaces	2.175449e-04	1.419219e-01	1.615415e-02
600           	wall_b	1.398275e-04	8.363882e-02	1.514201e-02
600           	defaultFaces	1.419548e-04	1.346939e-01	1.520389e-02
700           	wall_b	1.084569e-04	8.564702e-02	1.465511e-02
700           	defaultFaces	1.117352e-04	1.280305e-01	1.470255e-02
800           	wall_b	9.035875e-05	8.901948e-02	1.439964e-02
800           	defaultFaces	9.395901e-05	1.308520e-01	1.452298e-02
900           	wall_b	8.687529e-05	8.622588e-02	1.430209e-02
900           	defaultFaces	9.166599e-05	1.413972e-01	1.454872e-02
1000          	wall_b	8.033641e-05	7.607425e-02	1.429187e-02
1000          	defaultFaces	8.360452e-05	1.481328e-01	1.461765e-02
1100          	wall_b	7.756838e-05	7.607387e-02	1.433541e-02
1100          	defaultFaces	7.895662e-05	1.526423e-01	1.467521e-02
1200          	wall_b	7.861483e-05	7.607407e-02	1.437775e-02
1200          	defaultFaces	8.217948e-05	1.582231e-01	1.471512e-02
1300          	wall_b	7.973082e-05	7.607388e-02	1.439728e-02
1300          	defaultFaces	8.261881e-05	1.656620e-01	1.479097e-02
1400          	wall_b	7.400869e-05	7.607434e-02	1.437340e-02
1400          	defaultFaces	7.830179e-05	1.789450e-01	1.476795e-02
1500          	wall_b	6.515911e-05	7.728097e-02	1.431348e-02
1500          	defaultFaces	6.891355e-05	1.949737e-01	1.465007e-02
1600          	wall_b	5.888343e-05	8.077932e-02	1.426505e-02
1600          	defaultFaces	6.228175e-05	2.072226e-01	1.460706e-02
1700          	wall_b	5.497441e-05	8.384141e-02	1.423515e-02
1700          	defaultFaces	5.817333e-05	2.142302e-01	1.465370e-02
1800          	wall_b	5.267008e-05	8.627835e-02	1.420832e-02
1800          	defaultFaces	5.531282e-05	2.145694e-01	1.471303e-02
1900          	wall_b	4.967210e-05	8.757764e-02	1.418020e-02
1900          	defaultFaces	5.107033e-05	2.170423e-01	1.475728e-02
2000          	wall_b	4.611048e-05	8.778540e-02	1.416409e-02
2000          	defaultFaces	4.756523e-05	2.221710e-01	1.477347e-02
2100          	wall_b	4.192442e-05	8.751664e-02	1.415092e-02
2100          	defaultFaces	4.430969e-05	2.239641e-01	1.473035e-02
2200          	wall_b	3.791186e-05	8.718873e-02	1.413747e-02
2200          	defaultFaces	4.010912e-05	2.229080e-01	1.463435e-02
2300          	wall_b	3.441244e-05	8.706733e-02	1.412040e-02
2300          	defaultFaces	3.523548e-05	2.181848e-01	1.448138e-02
2400          	wall_b	3.163753e-05	8.638202e-02	1.411089e-02
2400          	defaultFaces	3.213859e-05	2.108635e-01	1.432653e-02
2500          	wall_b	3.179921e-05	8.580295e-02	1.411265e-02
