# y+ ()       
# Time        	patch         	min           	max           	average       
0             	wall_b	1.275572e-01	1.637463e-01	1.620840e-01
0             	defaultFaces	1.166501e-01	1.725741e-01	1.618050e-01
100           	wall_b	2.584209e-03	3.942779e-01	5.502027e-02
100           	defaultFaces	2.548469e-03	3.426393e-01	5.389792e-02
200           	wall_b	9.741027e-04	1.828911e-01	2.724035e-02
200           	defaultFaces	8.131368e-04	1.855583e-01	2.657288e-02
300           	wall_b	5.217812e-04	1.143982e-01	1.946029e-02
300           	defaultFaces	4.658982e-04	1.239766e-01	1.848554e-02
400           	wall_b	3.396647e-04	9.066270e-02	1.602180e-02
400           	defaultFaces	3.214233e-04	7.968439e-02	1.486884e-02
500           	wall_b	2.807601e-04	7.270390e-02	1.406911e-02
500           	defaultFaces	2.694936e-04	7.145316e-02	1.293023e-02
600           	wall_b	2.487575e-04	7.270632e-02	1.287434e-02
600           	defaultFaces	2.437601e-04	7.141972e-02	1.177628e-02
700           	wall_b	2.307109e-04	7.271848e-02	1.210863e-02
700           	defaultFaces	2.256874e-04	7.143171e-02	1.114542e-02
800           	wall_b	2.133001e-04	7.271290e-02	1.159705e-02
800           	defaultFaces	2.078721e-04	7.345271e-02	1.082486e-02
900           	wall_b	1.941124e-04	7.271445e-02	1.122780e-02
900           	defaultFaces	1.883680e-04	7.849107e-02	1.065574e-02
1000          	wall_b	1.692147e-04	7.271433e-02	1.094288e-02
1000          	defaultFaces	1.684696e-04	8.158247e-02	1.054728e-02
1100          	wall_b	1.493376e-04	7.271410e-02	1.071246e-02
1100          	defaultFaces	1.442101e-04	8.664536e-02	1.048285e-02
1200          	wall_b	1.393844e-04	7.271432e-02	1.053174e-02
1200          	defaultFaces	1.133764e-04	9.044512e-02	1.041785e-02
1300          	wall_b	1.289116e-04	7.271415e-02	1.039516e-02
1300          	defaultFaces	9.155631e-05	9.124951e-02	1.033585e-02
1400          	wall_b	1.188588e-04	7.271441e-02	1.028012e-02
1400          	defaultFaces	8.054842e-05	8.968866e-02	1.022701e-02
1500          	wall_b	1.094159e-04	7.271417e-02	1.018802e-02
1500          	defaultFaces	7.484222e-05	8.616889e-02	1.009960e-02
1600          	wall_b	1.010525e-04	7.271434e-02	1.012430e-02
1600          	defaultFaces	7.099203e-05	7.955214e-02	9.971811e-03
1700          	wall_b	9.385910e-05	7.271408e-02	1.007732e-02
1700          	defaultFaces	6.773297e-05	7.142957e-02	9.825251e-03
1800          	wall_b	8.808594e-05	7.271430e-02	1.003057e-02
1800          	defaultFaces	6.461503e-05	7.142929e-02	9.568705e-03
1900          	wall_b	8.271396e-05	7.271410e-02	9.953507e-03
1900          	defaultFaces	6.151980e-05	7.142952e-02	9.275636e-03
2000          	wall_b	7.739490e-05	7.271432e-02	9.909652e-03
2000          	defaultFaces	5.861860e-05	7.142937e-02	9.201478e-03
2100          	wall_b	7.318718e-05	7.271429e-02	9.910417e-03
2100          	defaultFaces	5.609445e-05	7.142970e-02	9.177651e-03
2150          	wall_b	7.151448e-05	7.271413e-02	9.920067e-03
2150          	defaultFaces	5.502529e-05	7.142974e-02	9.171934e-03
