# Residuals   
# Time        	p             	Ux            	Uy            	Uz            
0             	N/A	N/A
1             	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00
2             	3.436028e-02	5.816749e-01	4.384861e-01	3.956657e-01
3             	5.064496e-02	2.344240e-01	2.102000e-01	1.649677e-01
4             	6.933376e-02	1.176552e-01	1.619006e-01	5.015843e-01
5             	1.602570e-01	5.380124e-02	1.474193e-01	5.472748e-01
6             	1.725178e-01	6.593331e-02	1.519912e-01	4.139986e-01
7             	8.664713e-02	1.169021e-01	1.583684e-01	2.706050e-01
8             	7.095770e-02	1.537404e-01	1.546754e-01	1.612283e-01
9             	7.361473e-02	1.509422e-01	1.525155e-01	2.206144e-01
10            	9.508586e-02	1.014491e-01	1.423343e-01	3.612303e-01
11            	1.579202e-01	5.639335e-02	1.243405e-01	3.724870e-01
12            	9.924527e-02	6.595308e-02	1.074785e-01	2.949161e-01
13            	7.223749e-02	7.950016e-02	8.529232e-02	1.946435e-01
14            	6.498909e-02	7.222222e-02	6.215814e-02	1.129943e-01
15            	6.742794e-02	5.118138e-02	4.884689e-02	1.557156e-01
16            	7.996409e-02	2.992447e-02	4.200019e-02	2.181680e-01
17            	1.018925e-01	2.038169e-02	3.714705e-02	2.112646e-01
18            	9.513244e-02	2.334771e-02	3.307056e-02	1.614625e-01
19            	8.487770e-02	2.715191e-02	2.751712e-02	9.993257e-02
20            	8.374100e-02	2.467401e-02	2.173076e-02	6.511182e-02
21            	8.890243e-02	1.768655e-02	1.952112e-02	8.571617e-02
22            	9.554589e-02	1.407849e-02	1.951203e-02	1.026603e-01
23            	8.386213e-02	1.514635e-02	1.912210e-02	9.569668e-02
24            	7.669707e-02	1.674086e-02	1.739911e-02	7.336372e-02
25            	7.314022e-02	1.677320e-02	1.498817e-02	5.058366e-02
26            	7.220626e-02	1.517202e-02	1.330598e-02	4.482849e-02
27            	7.308425e-02	1.313213e-02	1.254496e-02	5.167788e-02
28            	7.480527e-02	1.156426e-02	1.182606e-02	5.417309e-02
29            	7.627232e-02	1.065493e-02	1.091131e-02	4.945261e-02
30            	7.665587e-02	1.013319e-02	9.942939e-03	4.134693e-02
31            	7.569663e-02	9.741838e-03	9.192018e-03	3.515408e-02
32            	7.369909e-02	9.428414e-03	8.801248e-03	3.362480e-02
33            	7.119658e-02	9.227948e-03	8.608413e-03	3.412428e-02
34            	6.869066e-02	9.124451e-03	8.409680e-03	3.354047e-02
35            	6.647631e-02	9.031985e-03	8.141306e-03	3.160042e-02
36            	6.465769e-02	8.869680e-03	7.845980e-03	2.950279e-02
