# y+ ()       
# Time        	patch         	min           	max           	average       
0             	wall_b	1.557830e-01	1.998864e-01	1.974800e-01
0             	defaultFaces	1.395661e-01	2.071340e-01	1.969743e-01
100           	wall_b	2.965649e-03	3.327804e-01	6.826889e-02
100           	defaultFaces	2.915196e-03	3.351486e-01	6.659387e-02
200           	wall_b	1.246687e-03	1.424606e-01	3.461239e-02
200           	defaultFaces	1.240228e-03	1.991665e-01	3.458809e-02
300           	wall_b	5.646503e-04	1.124044e-01	2.552318e-02
300           	defaultFaces	6.133316e-04	1.993686e-01	2.603398e-02
400           	wall_b	3.626507e-04	1.103695e-01	2.194671e-02
400           	defaultFaces	3.782707e-04	1.899126e-01	2.233354e-02
500           	wall_b	2.095311e-04	1.066775e-01	2.016800e-02
500           	defaultFaces	2.280354e-04	1.603813e-01	2.035098e-02
600           	wall_b	1.628210e-04	1.113393e-01	1.919444e-02
600           	defaultFaces	1.770324e-04	1.412691e-01	1.930573e-02
700           	wall_b	1.218746e-04	1.091114e-01	1.866424e-02
700           	defaultFaces	1.233536e-04	1.559440e-01	1.894958e-02
800           	wall_b	1.092948e-04	9.740650e-02	1.838351e-02
800           	defaultFaces	1.086786e-04	1.694062e-01	1.882088e-02
900           	wall_b	9.580792e-05	8.605450e-02	1.830832e-02
900           	defaultFaces	9.531286e-05	1.861239e-01	1.877759e-02
1000          	wall_b	8.941643e-05	8.449917e-02	1.835834e-02
1000          	defaultFaces	8.904388e-05	1.967081e-01	1.875426e-02
1100          	wall_b	9.234128e-05	8.734791e-02	1.843780e-02
1100          	defaultFaces	9.201040e-05	2.135738e-01	1.894548e-02
1200          	wall_b	9.284054e-05	8.666595e-02	1.838994e-02
1200          	defaultFaces	9.247581e-05	2.173670e-01	1.872597e-02
1300          	wall_b	9.322469e-05	9.456112e-02	1.831459e-02
1300          	defaultFaces	9.283388e-05	2.406552e-01	1.859307e-02
1400          	wall_b	8.709541e-05	1.004113e-01	1.830509e-02
1400          	defaultFaces	9.240969e-05	2.616559e-01	1.867379e-02
1500          	wall_b	7.598992e-05	1.005048e-01	1.830515e-02
1500          	defaultFaces	8.058660e-05	2.675745e-01	1.876031e-02
1600          	wall_b	6.795359e-05	1.018529e-01	1.830054e-02
1600          	defaultFaces	7.197912e-05	2.622922e-01	1.881950e-02
1700          	wall_b	6.149247e-05	1.040868e-01	1.829862e-02
1700          	defaultFaces	6.506497e-05	2.686554e-01	1.884571e-02
1800          	wall_b	5.624395e-05	1.053330e-01	1.828962e-02
1800          	defaultFaces	5.947086e-05	2.720296e-01	1.880294e-02
