# y+ ()       
# Time        	patch         	min           	max           	average       
0             	wall_b	1.213703e-01	1.557010e-01	1.542260e-01
0             	defaultFaces	1.144932e-01	1.638551e-01	1.539631e-01
100           	wall_b	2.213242e-03	3.914412e-01	5.240788e-02
100           	defaultFaces	2.068056e-03	3.235678e-01	5.119591e-02
200           	wall_b	9.132467e-04	1.787563e-01	2.574840e-02
200           	defaultFaces	7.412551e-04	1.631969e-01	2.513236e-02
300           	wall_b	5.226633e-04	1.156852e-01	1.834016e-02
300           	defaultFaces	4.204219e-04	1.205579e-01	1.759441e-02
400           	wall_b	3.510983e-04	8.543619e-02	1.509815e-02
400           	defaultFaces	3.047870e-04	7.948649e-02	1.412183e-02
500           	wall_b	2.703026e-04	7.090670e-02	1.325972e-02
500           	defaultFaces	2.651275e-04	5.981700e-02	1.227275e-02
600           	wall_b	2.458217e-04	5.228392e-02	1.208958e-02
600           	defaultFaces	2.448549e-04	4.981857e-02	1.111628e-02
700           	wall_b	2.196751e-04	4.476494e-02	1.134234e-02
700           	defaultFaces	2.269295e-04	5.624499e-02	1.042871e-02
800           	wall_b	2.057882e-04	5.711387e-02	1.084723e-02
800           	defaultFaces	2.071449e-04	6.235112e-02	1.005165e-02
900           	wall_b	1.740605e-04	4.609316e-02	1.049159e-02
900           	defaultFaces	1.874981e-04	6.812389e-02	9.853161e-03
1000          	wall_b	1.292672e-04	4.935778e-02	1.022077e-02
1000          	defaultFaces	1.677564e-04	7.376478e-02	9.759354e-03
1100          	wall_b	1.154233e-04	5.124042e-02	1.000166e-02
1100          	defaultFaces	1.417701e-04	7.814733e-02	9.702383e-03
1200          	wall_b	1.043885e-04	5.189730e-02	9.825863e-03
1200          	defaultFaces	1.264331e-04	8.155583e-02	9.656117e-03
1300          	wall_b	9.673916e-05	5.605131e-02	9.686528e-03
1300          	defaultFaces	1.085386e-04	8.264565e-02	9.595092e-03
1400          	wall_b	8.989534e-05	5.039080e-02	9.574997e-03
1400          	defaultFaces	9.723164e-05	8.050381e-02	9.508278e-03
1500          	wall_b	8.339218e-05	4.888220e-02	9.487128e-03
1500          	defaultFaces	8.755605e-05	7.563154e-02	9.389290e-03
1600          	wall_b	7.705289e-05	4.707979e-02	9.416894e-03
1600          	defaultFaces	8.210010e-05	6.896159e-02	9.265666e-03
1700          	wall_b	7.106543e-05	5.656353e-02	9.369492e-03
1700          	defaultFaces	7.816325e-05	6.240042e-02	9.140662e-03
1800          	wall_b	6.575111e-05	4.732948e-02	9.343479e-03
1800          	defaultFaces	7.301264e-05	5.442257e-02	8.960790e-03
1900          	wall_b	6.133359e-05	4.153147e-02	9.282569e-03
1900          	defaultFaces	6.771259e-05	4.857743e-02	8.642385e-03
2000          	wall_b	5.789026e-05	4.139488e-02	9.217516e-03
2000          	defaultFaces	6.320678e-05	5.018475e-02	8.501132e-03
2100          	wall_b	5.529879e-05	5.158697e-02	9.198197e-03
2100          	defaultFaces	5.958572e-05	5.031171e-02	8.457149e-03
2200          	wall_b	5.337962e-05	5.511158e-02	9.206014e-03
2200          	defaultFaces	5.682859e-05	4.925392e-02	8.439342e-03
2255          	wall_b	5.254089e-05	4.262828e-02	9.210710e-03
2255          	defaultFaces	5.563324e-05	4.856379e-02	8.426386e-03
