# y+ ()       
# Time        	patch         	min           	max           	average       
0             	wall_b	1.639426e-01	2.104060e-01	2.077907e-01
0             	defaultFaces	1.511722e-01	2.171337e-01	2.072097e-01
100           	wall_b	3.490998e-03	2.736436e-01	5.505653e-02
100           	defaultFaces	3.383991e-03	3.088248e-01	5.288656e-02
200           	wall_b	1.382820e-03	1.297686e-01	2.936992e-02
200           	defaultFaces	1.339003e-03	1.490845e-01	2.737410e-02
300           	wall_b	6.202954e-04	1.297813e-01	2.265416e-02
300           	defaultFaces	5.608181e-04	1.382420e-01	2.034987e-02
400           	wall_b	3.978478e-04	1.297841e-01	1.982602e-02
400           	defaultFaces	3.598721e-04	1.382409e-01	1.739463e-02
500           	wall_b	2.923834e-04	1.297842e-01	1.835925e-02
500           	defaultFaces	2.647751e-04	1.382419e-01	1.613339e-02
600           	wall_b	2.530582e-04	1.297845e-01	1.755494e-02
600           	defaultFaces	2.294768e-04	1.382421e-01	1.587895e-02
700           	wall_b	2.163855e-04	1.297846e-01	1.705071e-02
700           	defaultFaces	1.963638e-04	1.382421e-01	1.605305e-02
800           	wall_b	1.857143e-04	1.297841e-01	1.654846e-02
800           	defaultFaces	1.685995e-04	1.392895e-01	1.606518e-02
900           	wall_b	1.637656e-04	1.297846e-01	1.601658e-02
900           	defaultFaces	1.487396e-04	1.382425e-01	1.573147e-02
1000          	wall_b	1.512189e-04	1.297844e-01	1.558014e-02
1000          	defaultFaces	1.398717e-04	1.382417e-01	1.504029e-02
1100          	wall_b	1.429414e-04	1.297842e-01	1.517566e-02
1100          	defaultFaces	1.197081e-04	1.382420e-01	1.400204e-02
1200          	wall_b	1.352743e-04	1.297845e-01	1.502911e-02
1200          	defaultFaces	1.072486e-04	1.382421e-01	1.377608e-02
1300          	wall_b	1.257188e-04	1.297846e-01	1.497978e-02
1300          	defaultFaces	9.633787e-05	1.382421e-01	1.371543e-02
1400          	wall_b	1.191656e-04	1.297841e-01	1.500461e-02
1400          	defaultFaces	8.780184e-05	1.382417e-01	1.361785e-02
1417          	wall_b	1.183243e-04	1.297844e-01	1.501012e-02
1417          	defaultFaces	8.673673e-05	1.382418e-01	1.358511e-02
