# Residuals   
# Time        	p             	Ux            	Uy            	Uz            
0             	N/A	N/A
1             	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00
2             	3.305637e-02	5.285775e-01	4.046616e-01	4.151557e-01
3             	5.438353e-02	2.004809e-01	1.897077e-01	1.604559e-01
4             	7.797158e-02	9.512084e-02	1.434237e-01	5.356396e-01
5             	2.288808e-01	4.314910e-02	1.273041e-01	5.314147e-01
6             	1.211851e-01	5.822824e-02	1.333481e-01	3.843507e-01
7             	7.394374e-02	9.808165e-02	1.382787e-01	2.396648e-01
8             	6.198876e-02	1.199841e-01	1.341915e-01	1.363163e-01
9             	6.494497e-02	1.090992e-01	1.274788e-01	2.389963e-01
10            	8.590572e-02	6.622556e-02	1.084430e-01	3.756600e-01
11            	1.503424e-01	3.746623e-02	8.924669e-02	3.624417e-01
12            	7.802326e-02	4.743928e-02	7.707578e-02	2.730210e-01
13            	5.970019e-02	5.431642e-02	6.254126e-02	1.653491e-01
14            	5.614226e-02	4.617087e-02	4.720026e-02	9.150925e-02
15            	6.136967e-02	3.140410e-02	3.800075e-02	1.523979e-01
16            	7.713269e-02	1.825747e-02	3.136470e-02	1.974866e-01
17            	1.035117e-01	1.278890e-02	2.715946e-02	1.809306e-01
18            	8.485305e-02	1.498328e-02	2.432891e-02	1.314802e-01
19            	7.833778e-02	1.697007e-02	2.041369e-02	7.529344e-02
20            	8.065151e-02	1.488740e-02	1.653834e-02	5.405040e-02
21            	8.962596e-02	1.042837e-02	1.457607e-02	7.866993e-02
22            	9.914735e-02	8.382837e-03	1.381497e-02	9.058195e-02
23            	8.586108e-02	9.936161e-03	1.353140e-02	8.099231e-02
24            	7.865723e-02	1.111442e-02	1.252958e-02	5.935794e-02
25            	7.619713e-02	1.085449e-02	1.105579e-02	4.005534e-02
26            	7.715641e-02	9.616651e-03	9.956167e-03	4.014435e-02
27            	8.042458e-02	8.063796e-03	9.041228e-03	4.776219e-02
28            	8.448721e-02	6.704557e-03	8.056368e-03	4.861347e-02
29            	8.766217e-02	5.804502e-03	7.097287e-03	4.302430e-02
30            	8.876554e-02	5.304735e-03	6.246692e-03	3.514839e-02
31            	8.755455e-02	5.057636e-03	5.677029e-03	2.984054e-02
32            	8.469350e-02	5.059884e-03	5.549286e-03	2.963877e-02
33            	8.118735e-02	5.211142e-03	5.617780e-03	3.065692e-02
34            	7.786677e-02	5.366208e-03	5.631535e-03	2.991598e-02
35            	7.515969e-02	5.419647e-03	5.527217e-03	2.774900e-02
36            	7.317151e-02	5.337144e-03	5.343937e-03	2.569701e-02
37            	7.179265e-02	5.141002e-03	5.131392e-03	2.492461e-02
38            	7.081911e-02	4.885092e-03	4.906767e-03	2.488009e-02
39            	6.998212e-02	4.624536e-03	4.676797e-03	2.456612e-02
40            	6.904555e-02	4.398202e-03	4.457111e-03	2.373772e-02
41            	6.787150e-02	4.222583e-03	4.268474e-03	2.269162e-02
42            	6.643415e-02	4.096043e-03	4.117816e-03	2.171543e-02
43            	6.480670e-02	4.007068e-03	4.003828e-03	2.098564e-02
44            	6.308610e-02	3.941416e-03	3.914272e-03	2.045637e-02
45            	6.136431e-02	3.882281e-03	3.830896e-03	1.993157e-02
46            	5.970641e-02	3.818322e-03	3.745809e-03	1.939625e-02
47            	5.815335e-02	3.744292e-03	3.656621e-03	1.888414e-02
48            	5.671079e-02	3.660163e-03	3.564329e-03	1.842201e-02
49            	5.535044e-02	3.570983e-03	3.472819e-03	1.801819e-02
50            	5.404293e-02	3.480518e-03	3.380410e-03	1.757151e-02
51            	5.275689e-02	3.394865e-03	3.293392e-03	1.712848e-02
52            	5.148245e-02	3.316937e-03	3.213529e-03	1.671042e-02
53            	5.021051e-02	3.246114e-03	3.137429e-03	1.625483e-02
54            	4.894454e-02	3.182883e-03	3.068903e-03	1.584359e-02
55            	4.769396e-02	3.125393e-03	3.006590e-03	1.548684e-02
56            	4.646577e-02	3.070521e-03	2.945432e-03	1.510535e-02
57            	4.527312e-02	3.017845e-03	2.887917e-03	1.475712e-02
58            	4.411938e-02	2.967092e-03	2.834424e-03	1.446380e-02
59            	4.300276e-02	2.915474e-03	2.778584e-03	1.411249e-02
60            	4.192774e-02	2.865148e-03	2.726546e-03	1.380653e-02
61            	4.088554e-02	2.816758e-03	2.677229e-03	1.352548e-02
62            	3.987803e-02	2.770030e-03	2.630121e-03	1.324324e-02
63            	3.889650e-02	2.724467e-03	2.583322e-03	1.295485e-02
64            	3.794478e-02	2.681478e-03	2.539188e-03	1.268916e-02
65            	3.702178e-02	2.640544e-03	2.497501e-03	1.243436e-02
66            	3.612796e-02	2.601625e-03	2.457928e-03	1.219353e-02
67            	3.526236e-02	2.564329e-03	2.419937e-03	1.195990e-02
68            	3.442495e-02	2.529298e-03	2.385488e-03	1.176986e-02
69            	3.361499e-02	2.494054e-03	2.348632e-03	1.152268e-02
70            	3.283335e-02	2.460358e-03	2.314652e-03	1.131146e-02
71            	3.208201e-02	2.428363e-03	2.283293e-03	1.113465e-02
72            	3.135614e-02	2.396454e-03	2.251157e-03	1.092652e-02
73            	3.065327e-02	2.365753e-03	2.220894e-03	1.073761e-02
74            	2.997489e-02	2.337554e-03	2.194658e-03	1.061244e-02
75            	2.931994e-02	2.308029e-03	2.164147e-03	1.039375e-02
76            	2.868786e-02	2.280365e-03	2.137083e-03	1.022314e-02
77            	2.807770e-02	2.254030e-03	2.111578e-03	1.007158e-02
78            	2.748807e-02	2.228344e-03	2.086553e-03	9.914996e-03
79            	2.691739e-02	2.203328e-03	2.062198e-03	9.762068e-03
80            	2.636674e-02	2.179276e-03	2.038726e-03	9.617709e-03
81            	2.583603e-02	2.155987e-03	2.016417e-03	9.482375e-03
82            	2.532378e-02	2.149575e-03	2.033819e-03	1.003503e-02
83            	2.482632e-02	2.111758e-03	1.974278e-03	9.230618e-03
84            	2.434559e-02	2.090170e-03	1.953821e-03	9.102184e-03
