# Residuals   
# Time        	p             	Ux            	Uy            	Uz            
0             	N/A	N/A
1             	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00
2             	3.236988e-02	5.079518e-01	4.022576e-01	4.167410e-01
3             	6.030340e-02	1.871182e-01	1.876683e-01	1.626781e-01
4             	8.799362e-02	8.790849e-02	1.427603e-01	5.332853e-01
5             	2.735130e-01	4.069517e-02	1.288368e-01	5.219520e-01
6             	1.225121e-01	5.996825e-02	1.370652e-01	3.749529e-01
7             	7.848244e-02	9.870425e-02	1.412173e-01	2.295112e-01
8             	6.699149e-02	1.167071e-01	1.359982e-01	1.326839e-01
9             	6.981859e-02	1.018890e-01	1.290036e-01	2.554774e-01
10            	9.124446e-02	5.850480e-02	1.084888e-01	3.811558e-01
11            	1.340146e-01	3.491089e-02	8.921478e-02	3.540360e-01
12            	7.394138e-02	4.680502e-02	7.679265e-02	2.587817e-01
13            	5.873267e-02	5.212637e-02	6.127870e-02	1.480699e-01
14            	5.624398e-02	4.323438e-02	4.594940e-02	8.499570e-02
15            	6.226462e-02	2.868554e-02	3.729785e-02	1.497001e-01
16            	7.879633e-02	1.632534e-02	3.077708e-02	1.826635e-01
17            	9.787713e-02	1.214200e-02	2.684330e-02	1.609858e-01
18            	8.112964e-02	1.501882e-02	2.409640e-02	1.121368e-01
19            	7.663021e-02	1.667003e-02	2.003577e-02	6.006534e-02
20            	7.979175e-02	1.417642e-02	1.639576e-02	4.818891e-02
21            	8.880325e-02	9.725098e-03	1.452797e-02	7.141595e-02
22            	9.603059e-02	8.093172e-03	1.376566e-02	7.904948e-02
23            	8.439497e-02	9.788328e-03	1.341583e-02	6.794404e-02
24            	7.834272e-02	1.087139e-02	1.230655e-02	4.756189e-02
25            	7.670183e-02	1.050547e-02	1.077453e-02	3.127570e-02
26            	7.829288e-02	9.206574e-03	9.721121e-03	3.361156e-02
27            	8.197378e-02	7.611170e-03	8.798166e-03	3.958576e-02
28            	8.617261e-02	6.259613e-03	7.805499e-03	3.924476e-02
29            	8.921356e-02	5.441614e-03	6.853926e-03	3.373424e-02
30            	9.003638e-02	5.022871e-03	6.005907e-03	2.682984e-02
31            	8.866315e-02	4.797703e-03	5.466096e-03	2.286813e-02
32            	8.575320e-02	4.840685e-03	5.416113e-03	2.333925e-02
33            	8.230100e-02	5.042673e-03	5.522221e-03	2.403221e-02
34            	7.911109e-02	5.228336e-03	5.533716e-03	2.302664e-02
35            	7.658086e-02	5.290719e-03	5.415099e-03	2.096952e-02
36            	7.479156e-02	5.200347e-03	5.220838e-03	1.923440e-02
37            	7.357813e-02	4.989756e-03	5.001420e-03	1.869401e-02
38            	7.271244e-02	4.721392e-03	4.775297e-03	1.866233e-02
39            	7.193976e-02	4.455585e-03	4.543296e-03	1.829899e-02
40            	7.102892e-02	4.231817e-03	4.323487e-03	1.751788e-02
41            	6.985488e-02	4.065312e-03	4.137774e-03	1.658192e-02
42            	6.839945e-02	3.952688e-03	3.999135e-03	1.579009e-02
43            	6.674216e-02	3.878538e-03	3.899962e-03	1.522522e-02
44            	6.500655e-02	3.825350e-03	3.820956e-03	1.479029e-02
45            	6.327930e-02	3.775172e-03	3.744659e-03	1.435023e-02
46            	6.163537e-02	3.716245e-03	3.663221e-03	1.389627e-02
47            	6.009412e-02	3.643678e-03	3.576405e-03	1.347211e-02
48            	5.866127e-02	3.559167e-03	3.486442e-03	1.308979e-02
49            	5.731303e-02	3.467919e-03	3.394591e-03	1.274638e-02
50            	5.600258e-02	3.377333e-03	3.304085e-03	1.239265e-02
51            	5.471473e-02	3.294077e-03	3.223155e-03	1.204764e-02
52            	5.342330e-02	3.216355e-03	3.141751e-03	1.168706e-02
53            	5.213407e-02	3.147502e-03	3.069563e-03	1.134137e-02
54            	5.084949e-02	3.086532e-03	3.003959e-03	1.102822e-02
55            	4.956982e-02	3.030879e-03	2.943162e-03	1.072008e-02
56            	4.831589e-02	2.978189e-03	2.885035e-03	1.043778e-02
57            	4.709692e-02	2.926386e-03	2.829948e-03	1.016837e-02
58            	4.592998e-02	2.875686e-03	2.779014e-03	9.935547e-03
59            	4.478824e-02	2.824576e-03	2.724690e-03	9.670752e-03
60            	4.368102e-02	2.774197e-03	2.672914e-03	9.427343e-03
61            	4.261865e-02	2.725146e-03	2.623968e-03	9.209760e-03
62            	4.158304e-02	2.677682e-03	2.577587e-03	8.987522e-03
63            	4.058440e-02	2.632727e-03	2.533472e-03	8.787176e-03
64            	3.960242e-02	2.589824e-03	2.490332e-03	8.585821e-03
65            	3.863861e-02	2.549071e-03	2.449219e-03	8.385640e-03
66            	3.771122e-02	2.510414e-03	2.412127e-03	8.221059e-03
67            	3.682400e-02	2.472525e-03	2.374810e-03	8.030563e-03
68            	3.596560e-02	2.436403e-03	2.339540e-03	7.864100e-03
69            	3.511918e-02	2.401412e-03	2.305042e-03	7.699125e-03
70            	3.430054e-02	2.367444e-03	2.271527e-03	7.542632e-03
71            	3.351976e-02	2.334376e-03	2.240187e-03	7.400237e-03
72            	3.277038e-02	2.302277e-03	2.210196e-03	7.261061e-03
73            	3.204322e-02	2.271505e-03	2.180497e-03	7.130211e-03
74            	3.132601e-02	2.241502e-03	2.151388e-03	6.994689e-03
75            	3.063081e-02	2.212946e-03	2.125108e-03	6.868454e-03
76            	2.997279e-02	2.184875e-03	2.098777e-03	6.746706e-03
77            	2.935281e-02	2.157401e-03	2.073160e-03	6.632896e-03
78            	2.873943e-02	2.131485e-03	2.049073e-03	6.524381e-03
79            	2.813101e-02	2.106213e-03	2.024711e-03	6.410495e-03
80            	2.755194e-02	2.081605e-03	2.001837e-03	6.308610e-03
81            	2.699891e-02	2.057810e-03	1.980603e-03	6.213371e-03
82            	2.647492e-02	2.035048e-03	1.960054e-03	6.127072e-03
83            	2.595256e-02	2.012595e-03	1.939253e-03	6.039050e-03
84            	2.543538e-02	1.990570e-03	1.917882e-03	5.944910e-03
85            	2.493947e-02	1.969289e-03	1.898605e-03	5.854452e-03
86            	2.448236e-02	1.948555e-03	1.880340e-03	5.771555e-03
87            	2.404081e-02	1.929009e-03	1.863970e-03	5.702162e-03
88            	2.359602e-02	1.909492e-03	1.845893e-03	5.630242e-03
89            	2.315466e-02	1.890738e-03	1.829020e-03	5.549428e-03
90            	2.273862e-02	1.872151e-03	1.812086e-03	5.475238e-03
91            	2.234941e-02	1.854106e-03	1.795769e-03	5.409390e-03
92            	2.196560e-02	1.836857e-03	1.780176e-03	5.348030e-03
93            	2.158184e-02	1.819918e-03	1.764775e-03	5.283230e-03
94            	2.119972e-02	1.803336e-03	1.749707e-03	5.216544e-03
95            	2.084679e-02	1.787228e-03	1.736503e-03	5.154248e-03
96            	2.052051e-02	1.771519e-03	1.723082e-03	5.102489e-03
97            	2.019162e-02	1.756316e-03	1.709613e-03	5.046822e-03
98            	1.985821e-02	1.741481e-03	1.696094e-03	4.988319e-03
99            	1.953294e-02	1.726896e-03	1.683652e-03	4.934786e-03
100           	1.923059e-02	1.712628e-03	1.671905e-03	4.883372e-03
101           	1.894742e-02	1.698910e-03	1.659703e-03	4.843364e-03
102           	1.865518e-02	1.685360e-03	1.647912e-03	4.797607e-03
103           	1.836491e-02	1.672290e-03	1.636026e-03	4.748342e-03
104           	1.807833e-02	1.659398e-03	1.625586e-03	4.697782e-03
105           	1.782130e-02	1.646698e-03	1.615663e-03	4.654308e-03
106           	1.757485e-02	1.634424e-03	1.604859e-03	4.616804e-03
107           	1.731945e-02	1.622374e-03	1.594452e-03	4.572857e-03
108           	1.706373e-02	1.610703e-03	1.584533e-03	4.533757e-03
109           	1.681771e-02	1.599124e-03	1.575171e-03	4.491372e-03
110           	1.659700e-02	1.587844e-03	1.565869e-03	4.457759e-03
111           	1.637632e-02	1.577072e-03	1.556646e-03	4.429878e-03
112           	1.614808e-02	1.566243e-03	1.547036e-03	4.392285e-03
113           	1.592100e-02	1.555659e-03	1.538001e-03	4.354548e-03
114           	1.570410e-02	1.545231e-03	1.530297e-03	4.315782e-03
115           	1.551151e-02	1.535302e-03	1.522694e-03	4.286820e-03
116           	1.531663e-02	1.525492e-03	1.514282e-03	4.256873e-03
117           	1.511262e-02	1.515706e-03	1.505595e-03	4.225725e-03
118           	1.491271e-02	1.506137e-03	1.497787e-03	4.194271e-03
119           	1.472419e-02	1.496637e-03	1.490371e-03	4.160735e-03
120           	1.455328e-02	1.487713e-03	1.483096e-03	4.143823e-03
121           	1.437402e-02	1.478738e-03	1.475251e-03	4.116540e-03
122           	1.419220e-02	1.469954e-03	1.467461e-03	4.087335e-03
123           	1.401203e-02	1.461296e-03	1.460970e-03	4.059008e-03
124           	1.384779e-02	1.452683e-03	1.454732e-03	4.029874e-03
125           	1.369454e-02	1.444546e-03	1.448150e-03	4.009215e-03
126           	1.353518e-02	1.436367e-03	1.441343e-03	3.985713e-03
127           	1.337116e-02	1.428418e-03	1.434542e-03	3.961393e-03
128           	1.321035e-02	1.420514e-03	1.428636e-03	3.937134e-03
129           	1.306537e-02	1.412815e-03	1.422819e-03	3.917020e-03
130           	1.292545e-02	1.405281e-03	1.416085e-03	3.900094e-03
131           	1.277807e-02	1.397750e-03	1.409474e-03	3.876910e-03
132           	1.263071e-02	1.390555e-03	1.404036e-03	3.858273e-03
133           	1.248483e-02	1.383304e-03	1.398864e-03	3.832357e-03
134           	1.235670e-02	1.376108e-03	1.393169e-03	3.811944e-03
135           	1.222895e-02	1.369268e-03	1.387809e-03	3.797142e-03
136           	1.209558e-02	1.362377e-03	1.381803e-03	3.776371e-03
137           	1.196296e-02	1.355634e-03	1.376570e-03	3.758386e-03
138           	1.183235e-02	1.348922e-03	1.371634e-03	3.738616e-03
139           	1.171855e-02	1.342949e-03	1.367711e-03	3.725915e-03
140           	1.159962e-02	1.336417e-03	1.361873e-03	3.712410e-03
141           	1.147773e-02	1.329810e-03	1.355935e-03	3.697206e-03
142           	1.135759e-02	1.323575e-03	1.351222e-03	3.678270e-03
143           	1.123844e-02	1.317274e-03	1.346437e-03	3.655109e-03
144           	1.113252e-02	1.311294e-03	1.342043e-03	3.643847e-03
145           	1.102634e-02	1.305267e-03	1.336863e-03	3.628801e-03
146           	1.091409e-02	1.299370e-03	1.331914e-03	3.612433e-03
147           	1.080573e-02	1.294081e-03	1.329717e-03	3.620875e-03
148           	1.069824e-02	1.287858e-03	1.323564e-03	3.587996e-03
149           	1.059977e-02	1.282240e-03	1.318640e-03	3.574643e-03
150           	1.050069e-02	1.276781e-03	1.314218e-03	3.563046e-03
151           	1.039534e-02	1.271230e-03	1.309589e-03	3.549312e-03
152           	1.029314e-02	1.265766e-03	1.305671e-03	3.532863e-03
153           	1.019755e-02	1.260325e-03	1.301589e-03	3.516963e-03
154           	1.010844e-02	1.255131e-03	1.297469e-03	3.506246e-03
155           	1.001709e-02	1.249943e-03	1.293075e-03	3.494674e-03
156           	9.921501e-03	1.244902e-03	1.289361e-03	3.483899e-03
157           	9.826235e-03	1.239656e-03	1.285153e-03	3.471152e-03
158           	9.738220e-03	1.234531e-03	1.280796e-03	3.457758e-03
159           	9.653926e-03	1.229738e-03	1.277137e-03	3.453427e-03
160           	9.570227e-03	1.225151e-03	1.273739e-03	3.442689e-03
161           	9.480413e-03	1.220252e-03	1.269665e-03	3.429609e-03
162           	9.392419e-03	1.215141e-03	1.265676e-03	3.417650e-03
163           	9.311815e-03	1.210318e-03	1.261773e-03	3.404762e-03
164           	9.234729e-03	1.205659e-03	1.257812e-03	3.395556e-03
165           	9.154850e-03	1.201041e-03	1.253962e-03	3.386383e-03
166           	9.073378e-03	1.196531e-03	1.250541e-03	3.377503e-03
167           	8.993657e-03	1.192319e-03	1.248017e-03	3.367685e-03
168           	8.918746e-03	1.187839e-03	1.244318e-03	3.360333e-03
169           	8.847891e-03	1.183091e-03	1.239540e-03	3.353785e-03
170           	8.771725e-03	1.178589e-03	1.235568e-03	3.341946e-03
171           	8.695690e-03	1.174293e-03	1.232525e-03	3.334283e-03
172           	8.619941e-03	1.169900e-03	1.229002e-03	3.321296e-03
173           	8.551748e-03	1.165625e-03	1.225451e-03	3.311672e-03
174           	8.486296e-03	1.161476e-03	1.222095e-03	3.306782e-03
175           	8.414611e-03	1.157337e-03	1.218608e-03	3.298486e-03
176           	8.348106e-03	1.154063e-03	1.217860e-03	3.293799e-03
177           	8.276817e-03	1.149683e-03	1.213452e-03	3.283229e-03
178           	8.212095e-03	1.145117e-03	1.208952e-03	3.278880e-03
179           	8.150542e-03	1.140965e-03	1.204931e-03	3.271159e-03
180           	8.082459e-03	1.137007e-03	1.201698e-03	3.263160e-03
181           	8.016899e-03	1.133067e-03	1.198672e-03	3.253768e-03
182           	7.953547e-03	1.129015e-03	1.195234e-03	3.242433e-03
183           	7.894258e-03	1.125241e-03	1.192394e-03	3.240574e-03
184           	7.833920e-03	1.121357e-03	1.188782e-03	3.233649e-03
185           	7.772626e-03	1.117665e-03	1.185849e-03	3.225685e-03
186           	7.709141e-03	1.113883e-03	1.182806e-03	3.219239e-03
187           	7.650736e-03	1.109888e-03	1.179150e-03	3.212788e-03
188           	7.594517e-03	1.106098e-03	1.175606e-03	3.206681e-03
189           	7.538258e-03	1.102414e-03	1.172341e-03	3.201785e-03
190           	7.481102e-03	1.098976e-03	1.169909e-03	3.195262e-03
