# Residuals   
# Time        	p             	Ux            	Uy            	Uz            
0             	N/A	N/A
1             	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00
2             	3.681292e-02	5.816040e-01	4.383910e-01	3.957478e-01
3             	5.467722e-02	2.337037e-01	2.105287e-01	1.650729e-01
4             	7.620231e-02	1.172881e-01	1.613966e-01	4.992376e-01
5             	1.848472e-01	5.351226e-02	1.487737e-01	5.387629e-01
6             	1.726383e-01	6.494379e-02	1.588974e-01	4.065458e-01
7             	9.312611e-02	1.149074e-01	1.694058e-01	2.641196e-01
8             	7.772534e-02	1.504532e-01	1.674631e-01	1.558194e-01
9             	8.128727e-02	1.471862e-01	1.649905e-01	2.111909e-01
10            	1.039980e-01	9.890391e-02	1.532531e-01	3.430628e-01
11            	1.645232e-01	5.508989e-02	1.334614e-01	3.570625e-01
12            	1.041631e-01	6.443032e-02	1.155764e-01	2.867178e-01
13            	7.777941e-02	7.764535e-02	9.174564e-02	1.905989e-01
14            	7.058049e-02	7.073166e-02	6.628381e-02	1.112241e-01
15            	7.324070e-02	5.030332e-02	5.129084e-02	1.516259e-01
16            	8.573218e-02	2.952393e-02	4.405698e-02	2.093381e-01
17            	1.059734e-01	2.004099e-02	4.023741e-02	2.018718e-01
18            	9.706690e-02	2.275943e-02	3.774698e-02	1.543379e-01
19            	8.805475e-02	2.644049e-02	3.285906e-02	9.539690e-02
20            	8.706558e-02	2.406398e-02	2.646020e-02	6.226963e-02
21            	9.164286e-02	1.729010e-02	2.303201e-02	8.224053e-02
22            	9.710431e-02	1.386951e-02	2.207223e-02	9.885287e-02
23            	8.673947e-02	1.488521e-02	2.119585e-02	9.284762e-02
24            	8.015597e-02	1.643618e-02	1.910748e-02	7.181500e-02
25            	7.674754e-02	1.650300e-02	1.629206e-02	5.001317e-02
26            	7.573859e-02	1.496658e-02	1.427671e-02	4.438277e-02
27            	7.635782e-02	1.299202e-02	1.339060e-02	5.075298e-02
28            	7.771551e-02	1.147239e-02	1.272608e-02	5.309385e-02
29            	7.883705e-02	1.059220e-02	1.192483e-02	4.849999e-02
30            	7.899216e-02	1.008151e-02	1.100256e-02	4.069940e-02
31            	7.794540e-02	9.694941e-03	1.019459e-02	3.475997e-02
32            	7.598223e-02	9.378894e-03	9.712692e-03	3.331372e-02
33            	7.357743e-02	9.169701e-03	9.447306e-03	3.384883e-02
34            	7.116458e-02	9.054585e-03	9.178518e-03	3.332550e-02
35            	6.900453e-02	8.954841e-03	8.834901e-03	3.146001e-02
36            	6.719097e-02	8.793361e-03	8.470038e-03	2.941461e-02
37            	6.571374e-02	8.551211e-03	8.152751e-03	2.820143e-02
38            	6.449256e-02	8.257834e-03	7.892446e-03	2.775301e-02
39            	6.340322e-02	7.959376e-03	7.659349e-03	2.735666e-02
40            	6.232813e-02	7.684791e-03	7.426940e-03	2.664363e-02
41            	6.117257e-02	7.440811e-03	7.193303e-03	2.569353e-02
42            	5.989950e-02	7.223893e-03	6.967140e-03	2.477113e-02
43            	5.851977e-02	7.029062e-03	6.755395e-03	2.402382e-02
44            	5.707771e-02	6.852156e-03	6.558446e-03	2.342134e-02
45            	5.561839e-02	6.689005e-03	6.373243e-03	2.286915e-02
46            	5.419905e-02	6.547664e-03	6.280369e-03	2.285051e-02
47            	5.279128e-02	6.385386e-03	6.046312e-03	2.186659e-02
