# Residuals   
# Time        	p             	Ux            	Uy            	Uz            
0             	N/A	N/A
1             	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00
2             	3.186898e-02	5.079886e-01	4.022747e-01	4.167124e-01
3             	5.725327e-02	1.872353e-01	1.875174e-01	1.628033e-01
4             	8.132775e-02	8.805311e-02	1.430216e-01	5.357293e-01
5             	2.448668e-01	4.079544e-02	1.285882e-01	5.278802e-01
6             	1.224514e-01	6.035959e-02	1.349203e-01	3.794838e-01
7             	7.641388e-02	9.942885e-02	1.376118e-01	2.335006e-01
8             	6.447353e-02	1.177568e-01	1.316430e-01	1.369646e-01
9             	6.696106e-02	1.028693e-01	1.246658e-01	2.704047e-01
10            	8.646185e-02	5.930932e-02	1.051857e-01	4.086108e-01
11            	1.383946e-01	3.518270e-02	8.723474e-02	3.774554e-01
12            	7.295630e-02	4.705791e-02	7.543848e-02	2.732132e-01
13            	5.701513e-02	5.267403e-02	6.025431e-02	1.581382e-01
14            	5.406976e-02	4.381398e-02	4.521348e-02	9.308842e-02
15            	5.959807e-02	2.908891e-02	3.677958e-02	1.706787e-01
16            	7.577845e-02	1.655108e-02	3.034920e-02	2.126113e-01
17            	9.918523e-02	1.229519e-02	2.615881e-02	1.889924e-01
18            	8.045111e-02	1.523695e-02	2.302168e-02	1.329269e-01
19            	7.526312e-02	1.693381e-02	1.881147e-02	7.261795e-02
20            	7.814263e-02	1.444748e-02	1.530837e-02	5.916366e-02
21            	8.729938e-02	9.917916e-03	1.367356e-02	8.824573e-02
22            	9.598557e-02	8.201372e-03	1.326959e-02	9.742314e-02
23            	8.339129e-02	9.913747e-03	1.311965e-02	8.367792e-02
24            	7.688330e-02	1.104172e-02	1.208553e-02	5.891172e-02
25            	7.500978e-02	1.068848e-02	1.061765e-02	3.906878e-02
26            	7.651331e-02	9.378431e-03	9.608430e-03	4.218178e-02
27            	8.030164e-02	7.749775e-03	8.723005e-03	5.032742e-02
28            	8.481835e-02	6.362868e-03	7.723526e-03	5.043964e-02
29            	8.826329e-02	5.535270e-03	6.720970e-03	4.376063e-02
30            	8.936660e-02	5.120743e-03	5.843594e-03	3.495755e-02
31            	8.804531e-02	4.883560e-03	5.343308e-03	2.979218e-02
32            	8.502106e-02	4.913538e-03	5.336073e-03	3.046904e-02
33            	8.139646e-02	5.132372e-03	5.461724e-03	3.148983e-02
34            	7.804250e-02	5.337028e-03	5.483922e-03	3.026361e-02
35            	7.540885e-02	5.410535e-03	5.372358e-03	2.759028e-02
36            	7.356993e-02	5.322612e-03	5.184867e-03	2.532935e-02
37            	7.236778e-02	5.109480e-03	4.977549e-03	2.474366e-02
38            	7.153660e-02	4.838144e-03	4.760127e-03	2.480108e-02
39            	7.081502e-02	4.565981e-03	4.533346e-03	2.444408e-02
40            	6.996086e-02	4.334722e-03	4.315673e-03	2.351006e-02
41            	6.884491e-02	4.160455e-03	4.128893e-03	2.233273e-02
42            	6.742038e-02	4.044804e-03	3.986922e-03	2.127078e-02
43            	6.577616e-02	3.971640e-03	3.885611e-03	2.054469e-02
44            	6.402769e-02	3.921929e-03	3.807162e-03	2.000876e-02
45            	6.228829e-02	3.876186e-03	3.733360e-03	1.946747e-02
46            	6.063588e-02	3.820666e-03	3.655065e-03	1.888799e-02
47            	5.909703e-02	3.750622e-03	3.571275e-03	1.834694e-02
48            	5.767274e-02	3.667155e-03	3.483347e-03	1.787576e-02
49            	5.634040e-02	3.575542e-03	3.394098e-03	1.746015e-02
50            	5.505834e-02	3.482858e-03	3.304724e-03	1.701530e-02
51            	5.379484e-02	3.395814e-03	3.219868e-03	1.655557e-02
52            	5.253063e-02	3.317690e-03	3.141313e-03	1.608972e-02
53            	5.125842e-02	3.249150e-03	3.069850e-03	1.563780e-02
54            	4.998600e-02	3.188432e-03	3.004798e-03	1.521604e-02
55            	4.872500e-02	3.133239e-03	2.944772e-03	1.481980e-02
56            	4.748930e-02	3.081096e-03	2.888297e-03	1.444908e-02
57            	4.628914e-02	3.029865e-03	2.833786e-03	1.409307e-02
58            	4.512834e-02	2.979591e-03	2.782250e-03	1.377751e-02
59            	4.400881e-02	2.927823e-03	2.729361e-03	1.342778e-02
60            	4.292480e-02	2.877393e-03	2.679260e-03	1.311350e-02
61            	4.187474e-02	2.828180e-03	2.630824e-03	1.280945e-02
62            	4.085573e-02	2.780738e-03	2.584474e-03	1.251839e-02
63            	3.986500e-02	2.735333e-03	2.540075e-03	1.223451e-02
64            	3.890190e-02	2.692003e-03	2.497777e-03	1.196327e-02
65            	3.796493e-02	2.650896e-03	2.457440e-03	1.170202e-02
66            	3.705389e-02	2.611772e-03	2.418845e-03	1.144599e-02
67            	3.617201e-02	2.574297e-03	2.382137e-03	1.120378e-02
68            	3.531840e-02	2.538254e-03	2.347060e-03	1.097412e-02
69            	3.449221e-02	2.503463e-03	2.313317e-03	1.075380e-02
70            	3.369450e-02	2.469366e-03	2.280605e-03	1.053941e-02
71            	3.292536e-02	2.439671e-03	2.255251e-03	1.044683e-02
72            	3.218211e-02	2.404379e-03	2.218990e-03	1.014292e-02
73            	3.146395e-02	2.373047e-03	2.189398e-03	9.946548e-03
74            	3.076973e-02	2.342919e-03	2.161030e-03	9.760828e-03
75            	3.009880e-02	2.313833e-03	2.133826e-03	9.583198e-03
76            	2.945047e-02	2.285742e-03	2.107726e-03	9.415194e-03
77            	2.882370e-02	2.258658e-03	2.082616e-03	9.254852e-03
78            	2.821756e-02	2.232352e-03	2.057985e-03	9.088764e-03
79            	2.763270e-02	2.206962e-03	2.034557e-03	8.934740e-03
80            	2.706741e-02	2.182424e-03	2.012028e-03	8.789582e-03
81            	2.652078e-02	2.158516e-03	1.990053e-03	8.645107e-03
82            	2.599233e-02	2.135311e-03	1.968836e-03	8.506521e-03
83            	2.548204e-02	2.112836e-03	1.948431e-03	8.373892e-03
84            	2.498878e-02	2.091209e-03	1.929239e-03	8.257882e-03
85            	2.451114e-02	2.069737e-03	1.909644e-03	8.124693e-03
86            	2.404921e-02	2.049100e-03	1.890988e-03	8.003661e-03
87            	2.360251e-02	2.029009e-03	1.873056e-03	7.886473e-03
88            	2.317037e-02	2.025597e-03	1.883903e-03	8.285187e-03
89            	2.275354e-02	1.990786e-03	1.839303e-03	7.676725e-03
90            	2.234814e-02	1.972201e-03	1.822673e-03	7.565446e-03
91            	2.195520e-02	1.954223e-03	1.806715e-03	7.459283e-03
92            	2.157386e-02	1.936859e-03	1.791407e-03	7.361948e-03
93            	2.120415e-02	1.919881e-03	1.776411e-03	7.265030e-03
94            	2.084565e-02	1.903279e-03	1.761792e-03	7.170130e-03
95            	2.049827e-02	1.887234e-03	1.747792e-03	7.081558e-03
96            	2.016117e-02	1.871575e-03	1.734277e-03	6.999131e-03
97            	1.983389e-02	1.856105e-03	1.720709e-03	6.908797e-03
98            	1.951715e-02	1.841208e-03	1.707959e-03	6.831381e-03
99            	1.920797e-02	1.826648e-03	1.695375e-03	6.749939e-03
100           	1.890860e-02	1.812472e-03	1.683092e-03	6.673638e-03
101           	1.861728e-02	1.798471e-03	1.670927e-03	6.592900e-03
102           	1.833373e-02	1.784874e-03	1.659177e-03	6.517437e-03
103           	1.805859e-02	1.771688e-03	1.647894e-03	6.446401e-03
104           	1.779088e-02	1.758958e-03	1.637190e-03	6.384220e-03
105           	1.752970e-02	1.746240e-03	1.626198e-03	6.311879e-03
106           	1.727546e-02	1.733783e-03	1.615514e-03	6.243535e-03
107           	1.702843e-02	1.721724e-03	1.605267e-03	6.178980e-03
108           	1.678782e-02	1.709993e-03	1.595459e-03	6.120229e-03
109           	1.655379e-02	1.698931e-03	1.586812e-03	6.093450e-03
110           	1.632540e-02	1.687178e-03	1.575988e-03	6.000232e-03
111           	1.610329e-02	1.676066e-03	1.566677e-03	5.940533e-03
112           	1.588630e-02	1.665172e-03	1.557566e-03	5.884263e-03
113           	1.567486e-02	1.654500e-03	1.548537e-03	5.827382e-03
114           	1.546958e-02	1.644147e-03	1.540019e-03	5.778880e-03
115           	1.526788e-02	1.634015e-03	1.531544e-03	5.726227e-03
116           	1.507215e-02	1.628006e-03	1.529481e-03	5.784365e-03
117           	1.488029e-02	1.614417e-03	1.514968e-03	5.626909e-03
118           	1.469309e-02	1.604614e-03	1.506860e-03	5.576448e-03
119           	1.451035e-02	1.595206e-03	1.498980e-03	5.527168e-03
120           	1.433127e-02	1.585968e-03	1.491290e-03	5.482197e-03
121           	1.415643e-02	1.576904e-03	1.483679e-03	5.437158e-03
122           	1.398554e-02	1.567999e-03	1.476311e-03	5.392801e-03
123           	1.381835e-02	1.559273e-03	1.469020e-03	5.349304e-03
124           	1.365494e-02	1.550635e-03	1.461930e-03	5.308312e-03
125           	1.349522e-02	1.542163e-03	1.454820e-03	5.265851e-03
126           	1.333865e-02	1.533805e-03	1.447848e-03	5.223828e-03
127           	1.318597e-02	1.525691e-03	1.441136e-03	5.185253e-03
128           	1.303648e-02	1.517738e-03	1.434637e-03	5.149682e-03
129           	1.289035e-02	1.528806e-03	1.457973e-03	5.617873e-03
130           	1.274962e-02	1.502333e-03	1.422249e-03	5.086277e-03
131           	1.260893e-02	1.494565e-03	1.415826e-03	5.046327e-03
132           	1.247084e-02	1.486980e-03	1.409304e-03	5.006390e-03
133           	1.233558e-02	1.479518e-03	1.403055e-03	4.970341e-03
134           	1.220309e-02	1.472267e-03	1.397114e-03	4.937221e-03
135           	1.207363e-02	1.589495e-03	1.531033e-03	8.429556e-03
136           	1.203638e-02	1.464992e-03	1.398934e-03	5.052895e-03
137           	1.191156e-02	1.468952e-03	1.409563e-03	5.250169e-03
138           	1.177320e-02	1.451334e-03	1.390848e-03	4.957758e-03
139           	1.164592e-02	1.443568e-03	1.378841e-03	4.907316e-03
140           	1.153187e-02	1.435342e-03	1.370508e-03	4.852471e-03
141           	1.142299e-02	1.427573e-03	1.362657e-03	4.796798e-03
142           	1.131248e-02	1.420295e-03	1.355953e-03	4.752757e-03
143           	1.120056e-02	1.413395e-03	1.349998e-03	4.715338e-03
144           	1.109005e-02	1.406718e-03	1.344552e-03	4.680788e-03
145           	1.098097e-02	1.400259e-03	1.339220e-03	4.647704e-03
146           	1.087681e-02	1.394008e-03	1.334054e-03	4.619097e-03
147           	1.077371e-02	1.387870e-03	1.328740e-03	4.587576e-03
148           	1.067159e-02	1.381791e-03	1.323445e-03	4.558564e-03
149           	1.056930e-02	1.375706e-03	1.318123e-03	4.528110e-03
150           	1.046731e-02	1.369728e-03	1.313047e-03	4.500309e-03
151           	1.036685e-02	1.363908e-03	1.308172e-03	4.474548e-03
152           	1.026754e-02	1.358223e-03	1.303546e-03	4.453675e-03
153           	1.016974e-02	1.352358e-03	1.298614e-03	4.425987e-03
154           	1.007439e-02	1.346559e-03	1.293819e-03	4.401224e-03
155           	9.980892e-03	1.340945e-03	1.289148e-03	4.376463e-03
156           	9.888909e-03	1.335353e-03	1.284478e-03	4.352546e-03
157           	9.798524e-03	1.329833e-03	1.279758e-03	4.328624e-03
158           	9.709597e-03	1.324435e-03	1.275226e-03	4.306364e-03
159           	9.622091e-03	1.319074e-03	1.270676e-03	4.282916e-03
160           	9.536155e-03	1.313695e-03	1.266206e-03	4.261460e-03
161           	9.451920e-03	1.308415e-03	1.261736e-03	4.239810e-03
162           	9.368028e-03	1.303190e-03	1.257337e-03	4.218090e-03
163           	9.286408e-03	1.298111e-03	1.252960e-03	4.196703e-03
164           	9.205575e-03	1.293030e-03	1.248766e-03	4.177894e-03
165           	9.125629e-03	1.287917e-03	1.244352e-03	4.156171e-03
166           	9.047206e-03	1.282837e-03	1.240058e-03	4.136206e-03
167           	8.970248e-03	1.277897e-03	1.235906e-03	4.116742e-03
168           	8.895307e-03	1.272962e-03	1.231759e-03	4.098046e-03
169           	8.820451e-03	1.268032e-03	1.227473e-03	4.078161e-03
170           	8.747064e-03	1.263243e-03	1.223429e-03	4.061243e-03
171           	8.674980e-03	1.258458e-03	1.219350e-03	4.042291e-03
172           	8.603702e-03	1.253679e-03	1.215405e-03	4.026306e-03
173           	8.534497e-03	1.248908e-03	1.211237e-03	4.006819e-03
174           	8.465262e-03	1.244127e-03	1.207115e-03	3.987911e-03
175           	8.397909e-03	1.239530e-03	1.203212e-03	3.971899e-03
176           	8.330880e-03	1.235000e-03	1.199468e-03	3.958531e-03
177           	8.264608e-03	1.232840e-03	1.199452e-03	3.995846e-03
178           	8.199926e-03	1.225884e-03	1.191530e-03	3.924893e-03
179           	8.135904e-03	1.221248e-03	1.187543e-03	3.906713e-03
180           	8.072193e-03	1.216725e-03	1.183631e-03	3.889874e-03
181           	8.009614e-03	1.212270e-03	1.179736e-03	3.873954e-03
182           	7.948479e-03	1.207902e-03	1.175960e-03	3.859630e-03
183           	7.888167e-03	1.203498e-03	1.172107e-03	3.842331e-03
184           	7.828445e-03	1.199080e-03	1.168335e-03	3.828049e-03
185           	7.769355e-03	1.194728e-03	1.164497e-03	3.812046e-03
186           	7.711053e-03	1.191997e-03	1.163099e-03	3.832516e-03
187           	7.654409e-03	1.186302e-03	1.157140e-03	3.783547e-03
188           	7.598070e-03	1.181966e-03	1.153433e-03	3.770152e-03
189           	7.543307e-03	1.177778e-03	1.149873e-03	3.758619e-03
190           	7.487211e-03	1.173543e-03	1.146160e-03	3.742942e-03
191           	7.433302e-03	1.169447e-03	1.142303e-03	3.726040e-03
192           	7.379487e-03	1.165195e-03	1.138579e-03	3.710496e-03
193           	7.326491e-03	1.161061e-03	1.134865e-03	3.695769e-03
194           	7.274255e-03	1.157071e-03	1.131342e-03	3.683532e-03
195           	7.222864e-03	1.153056e-03	1.127722e-03	3.669277e-03
196           	7.171706e-03	1.148944e-03	1.124132e-03	3.655688e-03
197           	7.120952e-03	1.144897e-03	1.120445e-03	3.640935e-03
198           	7.070799e-03	1.140889e-03	1.116826e-03	3.626920e-03
199           	7.022592e-03	1.137623e-03	1.114288e-03	3.627717e-03
200           	6.974165e-03	1.133236e-03	1.110049e-03	3.604128e-03
201           	6.926107e-03	1.129131e-03	1.106264e-03	3.588044e-03
202           	6.878711e-03	1.125178e-03	1.102688e-03	3.573872e-03
203           	6.832428e-03	1.121374e-03	1.099268e-03	3.561018e-03
204           	6.786404e-03	1.117520e-03	1.095802e-03	3.548578e-03
205           	6.742188e-03	1.113705e-03	1.092475e-03	3.539091e-03
206           	6.696430e-03	1.109995e-03	1.089102e-03	3.526895e-03
207           	6.652400e-03	1.106300e-03	1.085514e-03	3.512225e-03
208           	6.608718e-03	1.102452e-03	1.082086e-03	3.499845e-03
209           	6.565276e-03	1.098626e-03	1.078510e-03	3.484857e-03
210           	6.522191e-03	1.094917e-03	1.075044e-03	3.472125e-03
211           	6.480423e-03	1.091310e-03	1.071720e-03	3.460820e-03
212           	6.439114e-03	1.088604e-03	1.069751e-03	3.469359e-03
213           	6.397146e-03	1.084182e-03	1.065146e-03	3.439252e-03
214           	6.356163e-03	1.080311e-03	1.061597e-03	3.425463e-03
215           	6.316035e-03	1.076739e-03	1.058262e-03	3.412077e-03
216           	6.276256e-03	1.073162e-03	1.054963e-03	3.401145e-03
217           	6.237135e-03	1.069587e-03	1.051554e-03	3.388717e-03
218           	6.198378e-03	1.066051e-03	1.048288e-03	3.377294e-03
219           	6.160101e-03	1.062562e-03	1.045011e-03	3.365339e-03
220           	6.122486e-03	1.059012e-03	1.041807e-03	3.355427e-03
221           	6.086981e-03	1.055708e-03	1.039378e-03	3.358866e-03
222           	6.050016e-03	1.052257e-03	1.036096e-03	3.346962e-03
223           	6.013957e-03	1.048810e-03	1.032224e-03	3.326837e-03
224           	5.978315e-03	1.045402e-03	1.029019e-03	3.315774e-03
225           	5.942599e-03	1.042870e-03	1.027095e-03	3.322037e-03
226           	5.906698e-03	1.038584e-03	1.022632e-03	3.292558e-03
227           	5.871788e-03	1.035205e-03	1.019374e-03	3.281257e-03
228           	5.836504e-03	1.031693e-03	1.016071e-03	3.267850e-03
229           	5.801867e-03	1.028313e-03	1.012814e-03	3.256069e-03
230           	5.767611e-03	1.025052e-03	1.009716e-03	3.246707e-03
231           	5.733786e-03	1.021719e-03	1.006531e-03	3.234700e-03
232           	5.700332e-03	1.018366e-03	1.003411e-03	3.225344e-03
233           	5.667447e-03	1.015053e-03	1.000221e-03	3.213773e-03
234           	5.634674e-03	1.011743e-03	9.970382e-04	3.201936e-03
235           	5.602934e-03	1.008500e-03	9.939200e-04	3.190906e-03
236           	5.571228e-03	1.005358e-03	9.909957e-04	3.183290e-03
237           	5.540063e-03	1.002130e-03	9.878746e-04	3.172910e-03
238           	5.509250e-03	9.999744e-04	9.863791e-04	3.185152e-03
239           	5.478431e-03	9.959120e-04	9.819340e-04	3.153878e-03
240           	5.447420e-03	9.925041e-04	9.787507e-04	3.142142e-03
241           	5.416875e-03	9.893406e-04	9.755945e-04	3.130706e-03
242           	5.386982e-03	9.863102e-04	9.726873e-04	3.122816e-03
243           	5.357511e-03	9.832224e-04	9.696903e-04	3.112352e-03
244           	5.328026e-03	9.800017e-04	9.666949e-04	3.102455e-03
245           	5.298753e-03	9.768994e-04	9.636242e-04	3.092075e-03
246           	5.269991e-03	9.738124e-04	9.606439e-04	3.082134e-03
247           	5.242197e-03	9.708274e-04	9.577591e-04	3.072948e-03
248           	5.214294e-03	9.678196e-04	9.549226e-04	3.064940e-03
249           	5.186219e-03	9.647660e-04	9.518853e-04	3.054483e-03
250           	5.158959e-03	9.616991e-04	9.489944e-04	3.045497e-03
251           	5.133244e-03	9.599307e-04	9.478308e-04	3.060055e-03
252           	5.105306e-03	9.559463e-04	9.435758e-04	3.030932e-03
253           	5.078692e-03	9.528386e-04	9.404145e-04	3.019319e-03
254           	5.051961e-03	9.499206e-04	9.376042e-04	3.010049e-03
255           	5.025812e-03	9.470367e-04	9.347800e-04	3.000610e-03
256           	4.999754e-03	9.440737e-04	9.319348e-04	2.992381e-03
257           	4.973656e-03	9.410829e-04	9.289713e-04	2.981463e-03
258           	4.947548e-03	9.381766e-04	9.261289e-04	2.972163e-03
259           	4.922738e-03	9.353834e-04	9.234087e-04	2.964246e-03
260           	4.897902e-03	9.326192e-04	9.207609e-04	2.957930e-03
261           	4.872973e-03	9.296871e-04	9.178048e-04	2.946865e-03
262           	4.848422e-03	9.267951e-04	9.150080e-04	2.938266e-03
263           	4.824640e-03	9.240376e-04	9.123257e-04	2.929749e-03
264           	4.801002e-03	9.224232e-04	9.112300e-04	2.944845e-03
265           	4.777204e-03	9.186006e-04	9.069746e-04	2.915476e-03
266           	4.753696e-03	9.157383e-04	9.042667e-04	2.907908e-03
267           	4.730363e-03	9.130627e-04	9.014897e-04	2.897896e-03
268           	4.706988e-03	9.102522e-04	8.988376e-04	2.890487e-03
269           	4.683736e-03	9.074988e-04	8.960047e-04	2.880885e-03
270           	4.660451e-03	9.047092e-04	8.932150e-04	2.871361e-03
271           	4.638049e-03	9.020890e-04	8.906095e-04	2.864095e-03
272           	4.615768e-03	8.995085e-04	8.881249e-04	2.859059e-03
273           	4.593425e-03	8.968104e-04	8.853280e-04	2.849793e-03
274           	4.571481e-03	8.940246e-04	8.825851e-04	2.840742e-03
275           	4.549993e-03	8.914380e-04	8.799942e-04	2.832914e-03
276           	4.528380e-03	8.888084e-04	8.774070e-04	2.826163e-03
277           	4.507705e-03	8.874136e-04	8.763634e-04	2.841372e-03
278           	4.486610e-03	8.838355e-04	8.723836e-04	2.814455e-03
279           	4.465709e-03	8.811119e-04	8.697222e-04	2.805836e-03
280           	4.444731e-03	8.785233e-04	8.670880e-04	2.798067e-03
281           	4.423724e-03	8.759230e-04	8.644405e-04	2.789588e-03
282           	4.402812e-03	8.733449e-04	8.617766e-04	2.781257e-03
283           	4.382703e-03	8.708299e-04	8.592229e-04	2.773662e-03
284           	4.362349e-03	8.684084e-04	8.568306e-04	2.769260e-03
285           	4.342082e-03	8.658726e-04	8.542030e-04	2.761192e-03
286           	4.322300e-03	8.633106e-04	8.516293e-04	2.753904e-03
287           	4.302968e-03	8.608173e-04	8.491001e-04	2.745661e-03
288           	4.283230e-03	8.583453e-04	8.466106e-04	2.739456e-03
289           	4.264160e-03	8.558940e-04	8.440732e-04	2.732703e-03
290           	4.245794e-03	8.547678e-04	8.433334e-04	2.750378e-03
291           	4.226965e-03	8.513002e-04	8.394045e-04	2.722446e-03
292           	4.208059e-03	8.486465e-04	8.368999e-04	2.716068e-03
293           	4.189052e-03	8.462552e-04	8.342837e-04	2.707295e-03
294           	4.169978e-03	8.438143e-04	8.318173e-04	2.700008e-03
295           	4.151823e-03	8.414976e-04	8.294065e-04	2.693626e-03
296           	4.133377e-03	8.391674e-04	8.270799e-04	2.688834e-03
297           	4.114617e-03	8.367752e-04	8.245594e-04	2.681475e-03
298           	4.096514e-03	8.343619e-04	8.221646e-04	2.675387e-03
299           	4.078912e-03	8.320773e-04	8.198123e-04	2.668918e-03
300           	4.060881e-03	8.296808e-04	8.173910e-04	2.662224e-03
301           	4.043220e-03	8.273709e-04	8.149596e-04	2.656066e-03
302           	4.026002e-03	8.251596e-04	8.127290e-04	2.651771e-03
303           	4.009482e-03	8.241573e-04	8.120546e-04	2.668414e-03
304           	3.992196e-03	8.207337e-04	8.082874e-04	2.642694e-03
305           	3.974870e-03	8.182611e-04	8.058042e-04	2.635248e-03
306           	3.957429e-03	8.160181e-04	8.033752e-04	2.627620e-03
307           	3.940789e-03	8.138286e-04	8.011651e-04	2.622261e-03
308           	3.924000e-03	8.116872e-04	7.989859e-04	2.618624e-03
309           	3.906844e-03	8.093716e-04	7.965312e-04	2.610896e-03
310           	3.889953e-03	8.070923e-04	7.942459e-04	2.605402e-03
311           	3.873789e-03	8.049464e-04	7.920719e-04	2.600061e-03
312           	3.857271e-03	8.027477e-04	7.898331e-04	2.595015e-03
313           	3.841135e-03	8.005036e-04	7.874683e-04	2.588344e-03
314           	3.825141e-03	7.984261e-04	7.853449e-04	2.584582e-03
315           	3.809577e-03	7.963179e-04	7.831762e-04	2.579234e-03
316           	3.794420e-03	7.953738e-04	7.826656e-04	2.598039e-03
317           	3.778542e-03	7.921138e-04	7.789153e-04	2.571130e-03
318           	3.762538e-03	7.897788e-04	7.766120e-04	2.564843e-03
319           	3.747389e-03	7.877810e-04	7.744341e-04	2.559092e-03
320           	3.731912e-03	7.857595e-04	7.724520e-04	2.556467e-03
321           	3.716246e-03	7.836276e-04	7.701362e-04	2.549855e-03
322           	3.700787e-03	7.814208e-04	7.679122e-04	2.543962e-03
323           	3.685667e-03	7.794022e-04	7.658365e-04	2.539188e-03
324           	3.670390e-03	7.773327e-04	7.637672e-04	2.535239e-03
325           	3.655630e-03	7.752830e-04	7.615741e-04	2.530219e-03
326           	3.641010e-03	7.732659e-04	7.595116e-04	2.525938e-03
327           	3.626556e-03	7.712853e-04	7.574398e-04	2.521025e-03
328           	3.612219e-03	7.692130e-04	7.554233e-04	2.517749e-03
329           	3.598334e-03	7.684431e-04	7.549218e-04	2.535294e-03
330           	3.583703e-03	7.653093e-04	7.513467e-04	2.509510e-03
331           	3.569941e-03	7.632180e-04	7.492941e-04	2.505037e-03
332           	3.555803e-03	7.613814e-04	7.473397e-04	2.501969e-03
333           	3.541358e-03	7.593591e-04	7.452138e-04	2.496214e-03
334           	3.527254e-03	7.573234e-04	7.431243e-04	2.491348e-03
335           	3.513473e-03	7.553655e-04	7.411048e-04	2.486013e-03
336           	3.499189e-03	7.534186e-04	7.391356e-04	2.482588e-03
337           	3.485560e-03	7.514924e-04	7.371119e-04	2.478554e-03
338           	3.472166e-03	7.496622e-04	7.352189e-04	2.475846e-03
339           	3.458946e-03	7.477337e-04	7.332088e-04	2.470252e-03
340           	3.445607e-03	7.457872e-04	7.312929e-04	2.467396e-03
341           	3.432434e-03	7.438815e-04	7.292917e-04	2.462794e-03
342           	3.419701e-03	7.432534e-04	7.289674e-04	2.481445e-03
343           	3.407135e-03	7.403471e-04	7.256449e-04	2.457361e-03
