# y+ ()       
# Time        	patch         	min           	max           	average       
0             	wall_b	1.639426e-01	2.104060e-01	2.077907e-01
0             	defaultFaces	1.511722e-01	2.171337e-01	2.072097e-01
100           	wall_b	2.467785e-03	2.698685e-01	5.319739e-02
100           	defaultFaces	2.383659e-03	3.062945e-01	5.182974e-02
200           	wall_b	9.606109e-04	1.281076e-01	2.873482e-02
200           	defaultFaces	1.041186e-03	1.894027e-01	2.826793e-02
300           	wall_b	4.537084e-04	1.157521e-01	2.320584e-02
300           	defaultFaces	4.804233e-04	1.950456e-01	2.283948e-02
400           	wall_b	2.109574e-04	1.109222e-01	2.138293e-02
400           	defaultFaces	2.275939e-04	1.719316e-01	2.100839e-02
500           	wall_b	1.694291e-04	1.138583e-01	2.073735e-02
500           	defaultFaces	1.825077e-04	1.931405e-01	2.041337e-02
600           	wall_b	1.271352e-04	1.094666e-01	2.044641e-02
600           	defaultFaces	1.328532e-04	2.280498e-01	2.040135e-02
700           	wall_b	9.931847e-05	9.578483e-02	2.015498e-02
700           	defaultFaces	1.022961e-04	2.374743e-01	2.055222e-02
800           	wall_b	9.459298e-05	1.004021e-01	1.984534e-02
800           	defaultFaces	9.652430e-05	2.372112e-01	2.017927e-02
900           	wall_b	8.648031e-05	1.119057e-01	1.977677e-02
900           	defaultFaces	8.824354e-05	2.583260e-01	2.033272e-02
1000          	wall_b	7.854185e-05	1.209347e-01	1.972315e-02
1000          	defaultFaces	8.063304e-05	2.909155e-01	2.056841e-02
1100          	wall_b	6.764254e-05	1.132189e-01	1.960224e-02
1100          	defaultFaces	7.256284e-05	3.002274e-01	2.037270e-02
1200          	wall_b	5.992478e-05	1.144289e-01	1.949039e-02
1200          	defaultFaces	6.425580e-05	3.140054e-01	1.976034e-02
1300          	wall_b	5.378644e-05	1.131474e-01	1.952048e-02
1300          	defaultFaces	5.766491e-05	3.047758e-01	1.939998e-02
1400          	wall_b	4.499960e-05	1.120772e-01	1.957721e-02
1400          	defaultFaces	4.825552e-05	2.853339e-01	1.915050e-02
1482          	wall_b	4.073452e-05	1.115212e-01	1.962049e-02
1482          	defaultFaces	4.495338e-05	2.712526e-01	1.900295e-02
