# y+ ()       
# Time        	patch         	min           	max           	average       
0             	wall_b	4.128765e-01	5.260155e-01	5.096742e-01
0             	defaultFaces	3.268689e-01	5.312217e-01	5.035594e-01
100           	wall_b	8.684233e-03	4.521364e-01	1.369788e-01
100           	defaultFaces	8.908829e-03	4.347280e-01	1.234474e-01
200           	wall_b	4.403421e-03	4.154054e-01	1.033336e-01
200           	defaultFaces	4.195615e-03	4.552040e-01	9.721241e-02
300           	wall_b	1.560255e-03	4.154052e-01	9.308125e-02
300           	defaultFaces	2.017663e-03	4.666044e-01	8.978780e-02
400           	wall_b	9.337307e-04	4.154052e-01	8.667572e-02
400           	defaultFaces	1.236640e-03	3.383206e-01	8.033730e-02
500           	wall_b	1.000697e-03	4.154052e-01	8.598973e-02
500           	defaultFaces	6.035779e-04	3.383205e-01	7.807436e-02
600           	wall_b	2.061655e-04	4.154052e-01	8.643386e-02
600           	defaultFaces	1.061736e-03	3.383205e-01	7.685014e-02
700           	wall_b	3.327529e-04	4.154052e-01	8.680313e-02
700           	defaultFaces	9.065164e-04	3.383206e-01	7.601654e-02
800           	wall_b	9.222068e-04	4.154052e-01	8.688108e-02
800           	defaultFaces	8.457743e-04	3.390776e-01	7.593092e-02
900           	wall_b	8.827724e-04	4.154052e-01	8.705969e-02
900           	defaultFaces	7.686744e-04	3.391979e-01	7.614630e-02
917           	wall_b	8.776566e-04	4.154052e-01	8.709038e-02
917           	defaultFaces	1.040959e-03	3.392217e-01	7.618761e-02
