# Residuals   
# Time        	p             	Ux            	Uy            	Uz            
0             	N/A	N/A
1             	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00
2             	3.553417e-02	5.281169e-01	4.174172e-01	4.128673e-01
3             	5.878968e-02	1.867305e-01	1.943723e-01	1.667452e-01
4             	8.201013e-02	9.108042e-02	1.489725e-01	4.992674e-01
5             	2.220255e-01	4.327468e-02	1.373937e-01	5.152871e-01
6             	1.370820e-01	5.991888e-02	1.464265e-01	3.839813e-01
7             	8.378114e-02	1.029935e-01	1.528784e-01	2.444949e-01
8             	6.956685e-02	1.278432e-01	1.475629e-01	1.509329e-01
9             	7.239970e-02	1.167463e-01	1.405585e-01	2.580802e-01
10            	9.324546e-02	7.123136e-02	1.222590e-01	3.866607e-01
11            	1.497770e-01	4.211338e-02	1.038461e-01	3.692044e-01
12            	8.333936e-02	5.311859e-02	9.029968e-02	2.765987e-01
13            	6.429569e-02	6.006029e-02	7.193293e-02	1.690957e-01
14            	6.044015e-02	5.073308e-02	5.329823e-02	1.033549e-01
15            	6.574402e-02	3.394203e-02	4.281688e-02	1.653893e-01
16            	8.131247e-02	1.930741e-02	3.617703e-02	2.078534e-01
17            	1.031647e-01	1.473757e-02	3.217056e-02	1.888049e-01
18            	8.397081e-02	1.862227e-02	2.911348e-02	1.369015e-01
19            	7.760055e-02	2.107832e-02	2.440483e-02	7.939710e-02
20            	7.920563e-02	1.814640e-02	1.983404e-02	6.341669e-02
21            	8.681143e-02	1.242141e-02	1.781617e-02	9.073710e-02
22            	9.543195e-02	1.020840e-02	1.744669e-02	1.015757e-01
23            	8.397941e-02	1.185563e-02	1.708308e-02	8.901555e-02
24            	7.763402e-02	1.310730e-02	1.551762e-02	6.436738e-02
25            	7.539066e-02	1.270130e-02	1.347703e-02	4.424947e-02
26            	7.619678e-02	1.117696e-02	1.212209e-02	4.523391e-02
27            	7.899862e-02	9.381252e-03	1.116307e-02	5.257923e-02
28            	8.238231e-02	7.940513e-03	1.011577e-02	5.282855e-02
29            	8.483550e-02	7.141208e-03	9.008435e-03	4.627657e-02
30            	8.542422e-02	6.744579e-03	8.023251e-03	3.784814e-02
31            	8.406943e-02	6.485729e-03	7.461471e-03	3.307620e-02
