# y+ ()       
# Time        	patch         	min           	max           	average       
0             	wall_b	3.259671e-01	4.208130e-01	4.105178e-01
0             	defaultFaces	2.669963e-01	4.289468e-01	4.071303e-01
100           	wall_b	1.024272e-02	4.088486e-01	1.071028e-01
100           	defaultFaces	9.659920e-03	3.425612e-01	9.878710e-02
200           	wall_b	2.333200e-03	2.370504e-01	7.253344e-02
200           	defaultFaces	2.233007e-03	3.224069e-01	6.789917e-02
300           	wall_b	9.708407e-04	2.425424e-01	6.303584e-02
300           	defaultFaces	1.024788e-03	3.755522e-01	6.083247e-02
400           	wall_b	5.393454e-04	2.315199e-01	5.876370e-02
400           	defaultFaces	5.272516e-04	2.309846e-01	5.563178e-02
500           	wall_b	3.690068e-04	2.315109e-01	5.710273e-02
500           	defaultFaces	3.480402e-04	2.237071e-01	5.243535e-02
600           	wall_b	3.039830e-04	2.315193e-01	5.750160e-02
600           	defaultFaces	2.739613e-04	2.229536e-01	5.193585e-02
700           	wall_b	1.359969e-04	2.315184e-01	5.823126e-02
700           	defaultFaces	1.350837e-04	2.236528e-01	5.161662e-02
800           	wall_b	2.438610e-04	2.315151e-01	5.842764e-02
800           	defaultFaces	2.179688e-04	2.177741e-01	5.100692e-02
900           	wall_b	2.296479e-04	2.315603e-01	5.844950e-02
900           	defaultFaces	2.047348e-04	2.122048e-01	5.086833e-02
1000          	wall_b	2.174967e-04	2.315234e-01	5.854158e-02
1000          	defaultFaces	1.940454e-04	2.129350e-01	5.105963e-02
1100          	wall_b	1.586339e-04	2.315147e-01	5.868840e-02
1100          	defaultFaces	1.842231e-04	2.140179e-01	5.123728e-02
1200          	wall_b	1.990270e-04	2.315126e-01	5.878838e-02
1200          	defaultFaces	1.770044e-04	2.146308e-01	5.138018e-02
1216          	wall_b	1.981365e-04	2.315127e-01	5.879882e-02
1216          	defaultFaces	1.761434e-04	2.146649e-01	5.139249e-02
