# Residuals   
# Time        	p             	Ux            	Uy            	Uz            
0             	N/A	N/A
1             	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00
2             	3.685663e-02	5.865615e-01	4.429065e-01	3.902638e-01
3             	5.632402e-02	2.533160e-01	2.143862e-01	1.661915e-01
4             	7.810662e-02	1.292672e-01	1.624975e-01	4.840859e-01
5             	1.750013e-01	5.991957e-02	1.481865e-01	5.421817e-01
6             	1.952422e-01	6.570154e-02	1.578615e-01	4.148247e-01
7             	1.000462e-01	1.151625e-01	1.705190e-01	2.734205e-01
8             	8.400698e-02	1.523035e-01	1.704767e-01	1.611076e-01
9             	8.825339e-02	1.503241e-01	1.687192e-01	2.024959e-01
10            	1.128629e-01	1.028615e-01	1.580808e-01	3.351332e-01
11            	1.737381e-01	5.692197e-02	1.370445e-01	3.573240e-01
12            	1.160989e-01	6.430111e-02	1.182647e-01	2.913118e-01
13            	8.600678e-02	7.856763e-02	9.413845e-02	1.977395e-01
14            	7.691110e-02	7.297163e-02	6.806332e-02	1.166284e-01
15            	7.818784e-02	5.318681e-02	5.172556e-02	1.449690e-01
16            	8.887237e-02	3.216305e-02	4.377977e-02	2.043150e-01
17            	1.065935e-01	2.148418e-02	3.975930e-02	2.026365e-01
18            	1.045899e-01	2.251470e-02	3.739657e-02	1.588483e-01
19            	9.467472e-02	2.547416e-02	3.285406e-02	1.018733e-01
20            	9.292750e-02	2.350083e-02	2.643048e-02	6.473091e-02
21            	9.654197e-02	1.757793e-02	2.256164e-02	7.775769e-02
22            	9.967417e-02	1.433204e-02	2.133561e-02	9.423816e-02
23            	8.948002e-02	1.468070e-02	2.043104e-02	9.043234e-02
24            	8.248863e-02	1.595557e-02	1.852646e-02	7.177098e-02
25            	7.844534e-02	1.615717e-02	1.588044e-02	5.113117e-02
26            	7.669122e-02	1.486915e-02	1.374750e-02	4.344369e-02
27            	7.649704e-02	1.308287e-02	1.274564e-02	4.794944e-02
28            	7.705105e-02	1.166762e-02	1.214292e-02	5.044123e-02
29            	7.754483e-02	1.082528e-02	1.148643e-02	4.699998e-02
30            	7.735253e-02	1.030383e-02	1.068911e-02	4.029321e-02
31            	7.622380e-02	9.866597e-03	9.921783e-03	3.459736e-02
32            	7.432725e-02	9.455869e-03	9.384491e-03	3.241650e-02
33            	7.200437e-02	9.120876e-03	9.031942e-03	3.223902e-02
34            	6.959344e-02	8.892234e-03	8.713370e-03	3.164040e-02
35            	6.733161e-02	8.720876e-03	8.361105e-03	3.005214e-02
36            	6.532370e-02	8.533493e-03	7.996390e-03	2.821417e-02
37            	6.358153e-02	8.294198e-03	7.680483e-03	2.691073e-02
38            	6.206482e-02	8.018316e-03	7.429945e-03	2.627831e-02
39            	6.068327e-02	7.737798e-03	7.223490e-03	2.580822e-02
40            	5.934363e-02	7.474502e-03	7.023965e-03	2.513751e-02
41            	5.797759e-02	7.232092e-03	6.824005e-03	2.424155e-02
42            	5.654640e-02	7.008852e-03	6.624088e-03	2.334024e-02
43            	5.505173e-02	6.802478e-03	6.432998e-03	2.256630e-02
44            	5.351147e-02	6.611991e-03	6.247036e-03	2.191597e-02
45            	5.195985e-02	6.434471e-03	6.068499e-03	2.129519e-02
46            	5.042359e-02	6.268553e-03	5.901170e-03	2.071434e-02
47            	4.892784e-02	6.110809e-03	5.748063e-03	2.017278e-02
48            	4.747864e-02	5.958573e-03	5.604033e-03	1.966953e-02
49            	4.607824e-02	5.809188e-03	5.470805e-03	1.917899e-02
50            	4.472115e-02	5.664369e-03	5.349093e-03	1.873629e-02
51            	4.341081e-02	5.524932e-03	5.237951e-03	1.832285e-02
