# Residuals   
# Time        	p             	Ux            	Uy            	Uz            
0             	N/A	N/A
1             	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00
2             	3.241114e-02	5.466744e-01	4.260596e-01	4.010930e-01
3             	5.109901e-02	2.218662e-01	2.040887e-01	1.644484e-01
4             	6.985008e-02	1.099457e-01	1.492971e-01	4.926950e-01
5             	1.846465e-01	5.084798e-02	1.334661e-01	5.251632e-01
6             	1.482589e-01	6.480963e-02	1.406664e-01	3.955817e-01
7             	8.614964e-02	1.149347e-01	1.513071e-01	2.569254e-01
8             	7.037885e-02	1.477980e-01	1.498527e-01	1.558408e-01
9             	7.414498e-02	1.405872e-01	1.440860e-01	2.309997e-01
10            	9.612167e-02	9.039205e-02	1.265480e-01	3.604751e-01
11            	1.587952e-01	5.084050e-02	1.075652e-01	3.594637e-01
12            	9.219808e-02	6.174347e-02	9.467409e-02	2.790429e-01
13            	6.850086e-02	7.248079e-02	7.688679e-02	1.788712e-01
14            	6.281390e-02	6.367193e-02	5.738421e-02	1.048348e-01
15            	6.654624e-02	4.388339e-02	4.516592e-02	1.531168e-01
16            	8.055162e-02	2.532420e-02	3.769106e-02	2.022151e-01
17            	1.039511e-01	1.789700e-02	3.287618e-02	1.897472e-01
18            	8.928871e-02	2.156978e-02	2.948146e-02	1.414108e-01
19            	8.066444e-02	2.497210e-02	2.491446e-02	8.501329e-02
20            	8.031870e-02	2.220447e-02	2.003032e-02	5.920962e-02
21            	8.598256e-02	1.555507e-02	1.785189e-02	8.052550e-02
22            	9.360698e-02	1.243607e-02	1.767942e-02	9.310226e-02
23            	8.212760e-02	1.387987e-02	1.750360e-02	8.453731e-02
24            	7.545635e-02	1.533953e-02	1.610704e-02	6.338090e-02
25            	7.248000e-02	1.511131e-02	1.406617e-02	4.368829e-02
26            	7.216293e-02	1.349539e-02	1.259552e-02	4.077377e-02
27            	7.361372e-02	1.154929e-02	1.171307e-02	4.674578e-02
28            	7.577598e-02	1.002215e-02	1.081496e-02	4.776895e-02
29            	7.745934e-02	9.107683e-03	9.809379e-03	4.264122e-02
30            	7.778932e-02	8.606856e-03	8.854861e-03	3.522005e-02
31            	7.664366e-02	8.279660e-03	8.216059e-03	3.026881e-02
32            	7.441546e-02	8.102652e-03	7.988006e-03	2.960688e-02
33            	7.173441e-02	8.068953e-03	7.937670e-03	3.012959e-02
34            	6.912994e-02	8.087613e-03	7.844113e-03	2.932938e-02
35            	6.690382e-02	8.066473e-03	7.647521e-03	2.737997e-02
36            	6.513615e-02	7.927105e-03	7.397919e-03	2.542452e-02
37            	6.377403e-02	7.684950e-03	7.148216e-03	2.436705e-02
38            	6.270135e-02	7.390009e-03	6.913743e-03	2.395932e-02
39            	6.176959e-02	7.098016e-03	6.687093e-03	2.359194e-02
40            	6.082145e-02	6.839938e-03	6.455975e-03	2.274362e-02
41            	5.976080e-02	6.623205e-03	6.242814e-03	2.179798e-02
42            	5.854969e-02	6.444068e-03	6.058345e-03	2.094332e-02
43            	5.721560e-02	6.293954e-03	5.903309e-03	2.027633e-02
44            	5.581091e-02	6.163947e-03	5.768331e-03	1.971751e-02
45            	5.439226e-02	6.043648e-03	5.642743e-03	1.917678e-02
46            	5.300771e-02	5.926015e-03	5.520964e-03	1.864085e-02
47            	5.168337e-02	5.805524e-03	5.401246e-03	1.812449e-02
48            	5.042623e-02	5.682003e-03	5.285108e-03	1.767327e-02
49            	4.922927e-02	5.555354e-03	5.169908e-03	1.721833e-02
50            	4.808192e-02	5.429359e-03	5.057836e-03	1.679152e-02
51            	4.696303e-02	5.308855e-03	4.950107e-03	1.638509e-02
52            	4.585755e-02	5.195296e-03	4.846885e-03	1.598665e-02
53            	4.476465e-02	5.092507e-03	4.751861e-03	1.566365e-02
54            	4.367978e-02	4.988756e-03	4.656365e-03	1.522904e-02
55            	4.260982e-02	4.891782e-03	4.566936e-03	1.486520e-02
56            	4.155838e-02	4.800014e-03	4.482365e-03	1.453508e-02
57            	4.053232e-02	4.712152e-03	4.401348e-03	1.422613e-02
58            	3.953766e-02	4.632598e-03	4.327173e-03	1.400675e-02
59            	3.856946e-02	4.545057e-03	4.249487e-03	1.364401e-02
60            	3.763348e-02	4.462751e-03	4.176244e-03	1.335989e-02
61            	3.672541e-02	4.383801e-03	4.106235e-03	1.310342e-02
62            	3.584418e-02	4.307917e-03	4.038631e-03	1.286143e-02
63            	3.498996e-02	4.239338e-03	3.976204e-03	1.268394e-02
64            	3.415627e-02	4.164678e-03	3.911300e-03	1.239460e-02
65            	3.334614e-02	4.094576e-03	3.849704e-03	1.216132e-02
66            	3.255676e-02	4.027819e-03	3.790876e-03	1.195268e-02
67            	3.178897e-02	3.963897e-03	3.733994e-03	1.175685e-02
68            	3.104492e-02	3.906253e-03	3.681362e-03	1.161534e-02
69            	3.032077e-02	3.842792e-03	3.626872e-03	1.138197e-02
70            	2.961987e-02	3.782778e-03	3.574778e-03	1.119264e-02
71            	2.893998e-02	3.725519e-03	3.524962e-03	1.102687e-02
72            	2.828063e-02	3.670567e-03	3.476720e-03	1.087123e-02
73            	2.764335e-02	3.621330e-03	3.432069e-03	1.076217e-02
74            	2.702282e-02	3.566061e-03	3.385496e-03	1.056684e-02
75            	2.642267e-02	3.513828e-03	3.340811e-03	1.040863e-02
76            	2.584067e-02	3.464023e-03	3.298056e-03	1.027188e-02
77            	2.527634e-02	3.416255e-03	3.256520e-03	1.014378e-02
78            	2.473192e-02	3.374100e-03	3.218207e-03	1.006041e-02
79            	2.420168e-02	3.325432e-03	3.177887e-03	9.892736e-03
80            	2.368914e-02	3.279641e-03	3.139108e-03	9.760138e-03
81            	2.319186e-02	3.236064e-03	3.102082e-03	9.648849e-03
82            	2.270953e-02	3.194251e-03	3.066089e-03	9.545367e-03
83            	2.224475e-02	3.157957e-03	3.033053e-03	9.485117e-03
84            	2.179171e-02	3.114533e-03	2.997881e-03	9.338750e-03
85            	2.135380e-02	3.073985e-03	2.963983e-03	9.225681e-03
86            	2.092889e-02	3.035439e-03	2.931681e-03	9.133455e-03
87            	2.051609e-02	2.998539e-03	2.900257e-03	9.048491e-03
88            	2.011802e-02	2.967216e-03	2.871624e-03	9.006322e-03
89            	1.972901e-02	2.928118e-03	2.840615e-03	8.876314e-03
90            	1.935308e-02	2.891944e-03	2.810774e-03	8.779870e-03
91            	1.898776e-02	2.857708e-03	2.782343e-03	8.703773e-03
92            	1.863354e-02	2.825019e-03	2.754702e-03	8.634081e-03
93            	1.829263e-02	2.797955e-03	2.729806e-03	8.607123e-03
94            	1.795926e-02	2.762564e-03	2.702421e-03	8.490641e-03
95            	1.763729e-02	2.730138e-03	2.676078e-03	8.407547e-03
96            	1.732406e-02	2.699548e-03	2.650996e-03	8.344072e-03
97            	1.702010e-02	2.670405e-03	2.626494e-03	8.286263e-03
98            	1.672756e-02	2.646931e-03	2.604665e-03	8.270863e-03
99            	1.644031e-02	2.614644e-03	2.580252e-03	8.164901e-03
100           	1.616253e-02	2.585425e-03	2.556793e-03	8.092541e-03
101           	1.589184e-02	2.557950e-03	2.534517e-03	8.039506e-03
102           	1.562824e-02	2.531862e-03	2.512760e-03	7.991885e-03
103           	1.537454e-02	2.511543e-03	2.493485e-03	7.986852e-03
104           	1.512489e-02	2.481990e-03	2.471510e-03	7.889293e-03
105           	1.488337e-02	2.455582e-03	2.450446e-03	7.825074e-03
106           	1.464761e-02	2.430856e-03	2.430497e-03	7.780300e-03
107           	1.441782e-02	2.407450e-03	2.410998e-03	7.740755e-03
108           	1.419681e-02	2.389881e-03	2.393943e-03	7.743692e-03
109           	1.397882e-02	2.362713e-03	2.374159e-03	7.653094e-03
110           	1.376798e-02	2.338752e-03	2.355136e-03	7.595682e-03
111           	1.356222e-02	2.316424e-03	2.337138e-03	7.557445e-03
112           	1.336167e-02	2.295364e-03	2.319542e-03	7.524413e-03
113           	1.316927e-02	2.280204e-03	2.304406e-03	7.533981e-03
114           	1.297903e-02	2.255127e-03	2.286434e-03	7.449458e-03
115           	1.279519e-02	2.233331e-03	2.269237e-03	7.397961e-03
116           	1.261535e-02	2.213127e-03	2.253018e-03	7.365391e-03
117           	1.243980e-02	2.194143e-03	2.237125e-03	7.337557e-03
118           	1.227132e-02	2.181111e-03	2.223630e-03	7.352679e-03
119           	1.210404e-02	2.157858e-03	2.207309e-03	7.273106e-03
120           	1.194237e-02	2.137943e-03	2.191688e-03	7.226920e-03
121           	1.178404e-02	2.119562e-03	2.176996e-03	7.199438e-03
122           	1.162903e-02	2.102348e-03	2.162621e-03	7.176435e-03
123           	1.148053e-02	2.091126e-03	2.150577e-03	7.196198e-03
124           	1.133263e-02	2.069415e-03	2.135590e-03	7.120409e-03
125           	1.118971e-02	2.051089e-03	2.121264e-03	7.077921e-03
