# Region type : patch out
# Faces  :    64
# Area   :    1.250000e-07
# Time        	areaAverage(p)
0             	0.000000e+00
1             	1.753486e+04
2             	1.537563e+04
3             	9.288988e+03
4             	2.626137e+03
5             	-2.369504e+03
6             	-5.049753e+03
7             	-5.392167e+03
8             	-4.177279e+03
9             	-2.204624e+03
10            	-2.529567e+02
11            	1.156615e+03
12            	1.821948e+03
13            	1.811659e+03
14            	1.353649e+03
15            	7.205470e+02
16            	1.423935e+02
17            	-2.425772e+02
18            	-3.936426e+02
19            	-3.474649e+02
20            	-1.809964e+02
21            	2.022712e+01
22            	1.888718e+02
23            	2.883938e+02
24            	3.127977e+02
25            	2.790202e+02
26            	2.143526e+02
27            	1.455650e+02
28            	9.206015e+01
29            	6.261847e+01
30            	5.680404e+01
31            	6.778258e+01
32            	8.651851e+01
33            	1.046610e+02
34            	1.167649e+02
35            	1.209148e+02
36            	1.179633e+02
37            	1.104084e+02
38            	1.012857e+02
39            	9.303840e+01
40            	8.713071e+01
41            	8.394514e+01
42            	8.300581e+01
43            	8.337173e+01
44            	8.410984e+01
45            	8.448889e+01
46            	8.414623e+01
47            	8.299626e+01
48            	8.126340e+01
49            	7.924153e+01
50            	7.724535e+01
51            	7.548606e+01
52            	7.406458e+01
53            	7.294124e+01
54            	7.204030e+01
55            	7.126061e+01
56            	7.050661e+01
57            	6.970844e+01
58            	6.885182e+01
59            	6.794571e+01
60            	6.702493e+01
61            	6.611967e+01
62            	6.525303e+01
63            	6.443789e+01
64            	6.367922e+01
65            	6.297395e+01
66            	6.230123e+01
67            	6.165360e+01
68            	6.102223e+01
69            	6.040249e+01
70            	5.979369e+01
71            	5.919775e+01
72            	5.861753e+01
73            	5.805552e+01
74            	5.750845e+01
75            	5.697930e+01
76            	5.646816e+01
77            	5.597359e+01
78            	5.549446e+01
79            	5.502888e+01
80            	5.457669e+01
81            	5.413660e+01
82            	5.370722e+01
83            	5.328862e+01
84            	5.288085e+01
85            	5.247998e+01
86            	5.208886e+01
87            	5.170839e+01
88            	5.133875e+01
89            	5.097958e+01
90            	5.063020e+01
91            	5.028977e+01
92            	4.995776e+01
93            	4.963403e+01
94            	4.931342e+01
95            	4.899937e+01
96            	4.869313e+01
97            	4.839524e+01
98            	4.810570e+01
99            	4.782407e+01
100           	4.754973e+01
101           	4.728210e+01
102           	4.702143e+01
103           	4.676116e+01
104           	4.650529e+01
105           	4.625522e+01
106           	4.601168e+01
107           	4.577476e+01
108           	4.554415e+01
109           	4.531935e+01
110           	4.510004e+01
111           	4.488142e+01
112           	4.466621e+01
113           	4.445533e+01
114           	4.424940e+01
115           	4.404851e+01
116           	4.385243e+01
117           	4.366076e+01
118           	4.347309e+01
119           	4.328910e+01
120           	4.310891e+01
121           	4.292841e+01
122           	4.275065e+01
123           	4.257690e+01
124           	4.240773e+01
125           	4.224311e+01
126           	4.208264e+01
127           	4.192580e+01
128           	4.177212e+01
129           	4.162185e+01
130           	4.146942e+01
131           	4.131870e+01
132           	4.117115e+01
133           	4.102754e+01
134           	4.088803e+01
135           	4.075233e+01
136           	4.061997e+01
137           	4.049058e+01
138           	4.036564e+01
139           	4.023589e+01
140           	4.010684e+01
141           	3.998053e+01
142           	3.985794e+01
143           	3.973947e+01
144           	3.962480e+01
145           	3.951362e+01
146           	3.940123e+01
147           	3.928984e+01
148           	3.918013e+01
149           	3.907254e+01
150           	3.896720e+01
151           	3.886403e+01
152           	3.876281e+01
153           	3.866332e+01
154           	3.856539e+01
155           	3.846894e+01
156           	3.837416e+01
157           	3.828230e+01
158           	3.818697e+01
159           	3.809246e+01
160           	3.800033e+01
161           	3.791130e+01
162           	3.782541e+01
163           	3.774228e+01
164           	3.766168e+01
165           	3.757856e+01
166           	3.749551e+01
167           	3.741350e+01
168           	3.733313e+01
169           	3.725461e+01
170           	3.717785e+01
171           	3.710263e+01
172           	3.702869e+01
173           	3.695582e+01
174           	3.688403e+01
175           	3.681403e+01
176           	3.674068e+01
177           	3.666775e+01
178           	3.659672e+01
179           	3.652828e+01
180           	3.646250e+01
181           	3.639898e+01
182           	3.633729e+01
183           	3.627757e+01
184           	3.621386e+01
185           	3.614971e+01
186           	3.608655e+01
187           	3.602523e+01
188           	3.596604e+01
189           	3.590882e+01
190           	3.585320e+01
191           	3.579882e+01
192           	3.574568e+01
193           	3.568918e+01
194           	3.563254e+01
195           	3.557713e+01
196           	3.552365e+01
197           	3.547229e+01
198           	3.542282e+01
199           	3.537485e+01
200           	3.532803e+01
201           	3.528234e+01
202           	3.523363e+01
203           	3.518507e+01
204           	3.513784e+01
205           	3.509257e+01
206           	3.504946e+01
207           	3.500835e+01
208           	3.496910e+01
209           	3.493082e+01
210           	3.489338e+01
211           	3.485916e+01
212           	3.481811e+01
213           	3.477665e+01
214           	3.473706e+01
215           	3.470047e+01
216           	3.466711e+01
217           	3.463665e+01
218           	3.460941e+01
219           	3.457806e+01
220           	3.454590e+01
221           	3.451417e+01
222           	3.448356e+01
223           	3.445435e+01
224           	3.442650e+01
225           	3.439980e+01
226           	3.437389e+01
227           	3.434848e+01
228           	3.432359e+01
229           	3.430168e+01
230           	3.427284e+01
231           	3.424332e+01
232           	3.421510e+01
233           	3.418931e+01
234           	3.416621e+01
235           	3.414556e+01
236           	3.412845e+01
237           	3.410542e+01
238           	3.408082e+01
239           	3.405617e+01
240           	3.403269e+01
241           	3.401027e+01
242           	3.398865e+01
243           	3.396809e+01
244           	3.394818e+01
245           	3.392869e+01
246           	3.391083e+01
247           	3.388699e+01
248           	3.386213e+01
249           	3.383809e+01
250           	3.381589e+01
251           	3.379581e+01
252           	3.377759e+01
253           	3.376093e+01
254           	3.374107e+01
255           	3.372031e+01
256           	3.369948e+01
257           	3.367907e+01
258           	3.365926e+01
259           	3.364004e+01
260           	3.362126e+01
261           	3.360267e+01
262           	3.358410e+01
263           	3.356551e+01
264           	3.354712e+01
265           	3.353055e+01
266           	3.350858e+01
267           	3.348602e+01
268           	3.346457e+01
269           	3.344503e+01
270           	3.342751e+01
271           	3.341176e+01
272           	3.339790e+01
273           	3.337969e+01
274           	3.336027e+01
275           	3.334078e+01
276           	3.332191e+01
277           	3.330393e+01
278           	3.328682e+01
279           	3.327041e+01
280           	3.325438e+01
281           	3.323852e+01
282           	3.322295e+01
283           	3.321251e+01
284           	3.319168e+01
285           	3.316949e+01
286           	3.314858e+01
287           	3.313034e+01
288           	3.311520e+01
289           	3.310288e+01
290           	3.309389e+01
291           	3.307968e+01
292           	3.306382e+01
293           	3.304764e+01
294           	3.303200e+01
295           	3.301733e+01
296           	3.300376e+01
297           	3.299111e+01
298           	3.297902e+01
299           	3.296716e+01
300           	3.295537e+01
301           	3.294391e+01
302           	3.293583e+01
303           	3.292006e+01
304           	3.290344e+01
305           	3.288816e+01
306           	3.287537e+01
307           	3.286524e+01
308           	3.285760e+01
309           	3.285788e+01
310           	3.284601e+01
