# y+ ()       
# Time        	patch         	min           	max           	average       
2500          	defaultFaces	5.251767e-05	1.090326e-01	9.732835e-03
2600          	wall_b	6.376623e-05	9.502200e-02	1.084496e-02
2600          	defaultFaces	5.151664e-05	1.090331e-01	9.673649e-03
2700          	wall_b	6.261993e-05	9.502150e-02	1.086451e-02
2700          	defaultFaces	5.059127e-05	1.090324e-01	9.564702e-03
2800          	wall_b	6.157869e-05	9.502124e-02	1.086910e-02
2800          	defaultFaces	4.975078e-05	1.090320e-01	9.522283e-03
2900          	wall_b	6.064090e-05	9.502178e-02	1.084684e-02
2900          	defaultFaces	4.899436e-05	1.090327e-01	9.440873e-03
3000          	wall_b	5.980140e-05	9.502198e-02	1.082899e-02
3000          	defaultFaces	4.831699e-05	1.090331e-01	9.409242e-03
3100          	wall_b	5.903943e-05	9.502145e-02	1.083244e-02
3100          	defaultFaces	4.770067e-05	1.090323e-01	9.416001e-03
3200          	wall_b	5.833635e-05	9.502127e-02	1.084329e-02
3200          	defaultFaces	4.713141e-05	1.090320e-01	9.444470e-03
3300          	wall_b	5.768990e-05	9.502180e-02	1.085972e-02
3300          	defaultFaces	4.660884e-05	1.090327e-01	9.476810e-03
3400          	wall_b	5.710178e-05	9.502196e-02	1.087672e-02
3400          	defaultFaces	4.613332e-05	1.090330e-01	9.507518e-03
3500          	wall_b	5.655346e-05	9.502143e-02	1.089138e-02
3500          	defaultFaces	4.568715e-05	1.090323e-01	9.541840e-03
3600          	wall_b	5.601012e-05	9.502127e-02	1.091292e-02
3600          	defaultFaces	4.524164e-05	1.090320e-01	9.573675e-03
3700          	wall_b	5.545162e-05	9.502184e-02	1.093120e-02
3700          	defaultFaces	4.478320e-05	1.090328e-01	9.581745e-03
3800          	wall_b	5.488798e-05	9.502195e-02	1.094169e-02
3800          	defaultFaces	4.432281e-05	1.090330e-01	9.604642e-03
3900          	wall_b	5.434395e-05	9.502138e-02	1.095115e-02
3900          	defaultFaces	4.388107e-05	1.090322e-01	9.629168e-03
4000          	wall_b	5.383824e-05	9.502130e-02	1.096301e-02
4000          	defaultFaces	4.347203e-05	1.090320e-01	9.646096e-03
4100          	wall_b	5.337712e-05	9.502190e-02	1.096816e-02
4100          	defaultFaces	4.309965e-05	1.090329e-01	9.650314e-03
4200          	wall_b	5.295904e-05	9.502192e-02	1.096888e-02
4200          	defaultFaces	4.276209e-05	1.090330e-01	9.654562e-03
4300          	wall_b	5.257965e-05	9.502132e-02	1.096948e-02
4300          	defaultFaces	4.245570e-05	1.090321e-01	9.656604e-03
4400          	wall_b	5.223508e-05	9.502135e-02	1.097046e-02
4400          	defaultFaces	4.217743e-05	1.090321e-01	9.659639e-03
4500          	wall_b	5.192276e-05	9.502193e-02	1.097197e-02
4500          	defaultFaces	4.192532e-05	1.090329e-01	9.665077e-03
4600          	wall_b	5.164096e-05	9.502185e-02	1.097280e-02
4600          	defaultFaces	4.169800e-05	1.090329e-01	9.669757e-03
4700          	wall_b	5.138824e-05	9.502131e-02	1.097356e-02
4700          	defaultFaces	4.149431e-05	1.090321e-01	9.673078e-03
4800          	wall_b	5.116301e-05	9.502140e-02	1.097452e-02
4800          	defaultFaces	4.131290e-05	1.090322e-01	9.678070e-03
4900          	wall_b	5.096326e-05	9.502194e-02	1.097444e-02
4900          	defaultFaces	4.115211e-05	1.090330e-01	9.678127e-03
5000          	wall_b	5.078672e-05	9.502182e-02	1.097530e-02
5000          	defaultFaces	4.101005e-05	1.090329e-01	9.678260e-03
5100          	wall_b	5.063097e-05	9.502128e-02	1.097672e-02
5100          	defaultFaces	4.088473e-05	1.090320e-01	9.680109e-03
5200          	wall_b	5.049352e-05	9.502143e-02	1.097722e-02
5200          	defaultFaces	4.077412e-05	1.090322e-01	9.680543e-03
5300          	wall_b	5.037218e-05	9.502199e-02	1.097740e-02
5300          	defaultFaces	4.067648e-05	1.090330e-01	9.680484e-03
5400          	wall_b	5.026491e-05	9.502177e-02	1.097763e-02
5400          	defaultFaces	4.059013e-05	1.090328e-01	9.680668e-03
5500          	wall_b	5.017007e-05	9.502124e-02	1.097789e-02
5500          	defaultFaces	4.051380e-05	1.090320e-01	9.680649e-03
5600          	wall_b	5.008644e-05	9.502150e-02	1.097814e-02
5600          	defaultFaces	4.044650e-05	1.090323e-01	9.680623e-03
5700          	wall_b	5.001268e-05	9.502199e-02	1.097825e-02
5700          	defaultFaces	4.038713e-05	1.090331e-01	9.680799e-03
5800          	wall_b	4.994749e-05	9.502171e-02	1.097843e-02
5800          	defaultFaces	4.033465e-05	1.090327e-01	9.680914e-03
5900          	wall_b	4.988976e-05	9.502125e-02	1.097876e-02
5900          	defaultFaces	4.028817e-05	1.090320e-01	9.680986e-03
6000          	wall_b	4.983865e-05	9.502154e-02	1.097898e-02
6000          	defaultFaces	4.024701e-05	1.090324e-01	9.681149e-03
6100          	wall_b	4.979344e-05	9.502199e-02	1.097904e-02
6100          	defaultFaces	4.021063e-05	1.090331e-01	9.681282e-03
6200          	wall_b	4.975350e-05	9.502168e-02	1.097923e-02
6200          	defaultFaces	4.017848e-05	1.090327e-01	9.681417e-03
6300          	wall_b	4.971820e-05	9.502123e-02	1.097952e-02
6300          	defaultFaces	4.015006e-05	1.090320e-01	9.681490e-03
6400          	wall_b	4.968696e-05	9.502158e-02	1.097966e-02
6400          	defaultFaces	4.012491e-05	1.090324e-01	9.681546e-03
6500          	wall_b	4.965938e-05	9.502202e-02	1.097972e-02
6500          	defaultFaces	4.010271e-05	1.090331e-01	9.681691e-03
6600          	wall_b	4.963506e-05	9.502162e-02	1.097986e-02
6600          	defaultFaces	4.008313e-05	1.090326e-01	9.681807e-03
6700          	wall_b	4.961360e-05	9.502121e-02	1.098008e-02
6700          	defaultFaces	4.006586e-05	1.090319e-01	9.681837e-03
6800          	wall_b	4.959461e-05	9.502165e-02	1.098016e-02
6800          	defaultFaces	4.005058e-05	1.090325e-01	9.681869e-03
6900          	wall_b	4.957771e-05	9.502201e-02	1.098018e-02
6900          	defaultFaces	4.003695e-05	1.090331e-01	9.681997e-03
7000          	wall_b	4.956265e-05	9.502156e-02	1.098029e-02
7000          	defaultFaces	4.002482e-05	1.090325e-01	9.682081e-03
7100          	wall_b	4.954927e-05	9.502124e-02	1.098047e-02
7100          	defaultFaces	4.001405e-05	1.090320e-01	9.682079e-03
7200          	wall_b	4.953741e-05	9.502169e-02	1.098051e-02
7200          	defaultFaces	4.000449e-05	1.090326e-01	9.682096e-03
7300          	wall_b	4.952684e-05	9.502199e-02	1.098050e-02
7300          	defaultFaces	3.999597e-05	1.090331e-01	9.682203e-03
7400          	wall_b	4.951742e-05	9.502153e-02	1.098060e-02
7400          	defaultFaces	3.998837e-05	1.090324e-01	9.682260e-03
7500          	wall_b	4.950899e-05	9.502124e-02	1.098074e-02
7500          	defaultFaces	3.998158e-05	1.090320e-01	9.682237e-03
7600          	wall_b	4.950144e-05	9.502173e-02	1.098074e-02
7600          	defaultFaces	3.997549e-05	1.090326e-01	9.682246e-03
7700          	wall_b	4.949468e-05	9.502199e-02	1.098072e-02
7700          	defaultFaces	3.997004e-05	1.090331e-01	9.682340e-03
7800          	wall_b	4.948860e-05	9.502148e-02	1.098081e-02
7800          	defaultFaces	3.996513e-05	1.090324e-01	9.682376e-03
7900          	wall_b	4.948314e-05	9.502124e-02	1.098093e-02
7900          	defaultFaces	3.996072e-05	1.090320e-01	9.682339e-03
8000          	wall_b	4.947829e-05	9.502180e-02	1.098090e-02
8000          	defaultFaces	3.995681e-05	1.090327e-01	9.682346e-03
8100          	wall_b	4.947397e-05	9.502197e-02	1.098087e-02
8100          	defaultFaces	3.995333e-05	1.090330e-01	9.682433e-03
8200          	wall_b	4.947012e-05	9.502142e-02	1.098095e-02
8200          	defaultFaces	3.995022e-05	1.090323e-01	9.682453e-03
8300          	wall_b	4.946665e-05	9.502128e-02	1.098105e-02
8300          	defaultFaces	3.994742e-05	1.090320e-01	9.682404e-03
8400          	wall_b	4.946350e-05	9.502183e-02	1.098100e-02
8400          	defaultFaces	3.994487e-05	1.090328e-01	9.682416e-03
8500          	wall_b	4.946061e-05	9.502193e-02	1.098097e-02
8500          	defaultFaces	3.994254e-05	1.090330e-01	9.682495e-03
8600          	wall_b	4.945799e-05	9.502140e-02	1.098105e-02
8600          	defaultFaces	3.994043e-05	1.090322e-01	9.682502e-03
8700          	wall_b	4.945563e-05	9.502131e-02	1.098113e-02
8700          	defaultFaces	3.993852e-05	1.090320e-01	9.682446e-03
8800          	wall_b	4.945349e-05	9.502186e-02	1.098107e-02
8800          	defaultFaces	3.993679e-05	1.090328e-01	9.682463e-03
8900          	wall_b	4.945156e-05	9.502192e-02	1.098103e-02
8900          	defaultFaces	3.993524e-05	1.090330e-01	9.682535e-03
9000          	wall_b	4.944983e-05	9.502135e-02	1.098112e-02
9000          	defaultFaces	3.993384e-05	1.090322e-01	9.682532e-03
9100          	wall_b	4.944827e-05	9.502133e-02	1.098119e-02
9100          	defaultFaces	3.993258e-05	1.090321e-01	9.682471e-03
9200          	wall_b	4.944687e-05	9.502191e-02	1.098111e-02
9200          	defaultFaces	3.993145e-05	1.090329e-01	9.682495e-03
9300          	wall_b	4.944559e-05	9.502187e-02	1.098108e-02
9300          	defaultFaces	3.993042e-05	1.090329e-01	9.682562e-03
9400          	wall_b	4.944444e-05	9.502131e-02	1.098117e-02
9400          	defaultFaces	3.992949e-05	1.090321e-01	9.682549e-03
9500          	wall_b	4.944339e-05	9.502139e-02	1.098122e-02
9500          	defaultFaces	3.992864e-05	1.090322e-01	9.682487e-03
9600          	wall_b	4.944244e-05	9.502194e-02	1.098114e-02
9600          	defaultFaces	3.992787e-05	1.090330e-01	9.682518e-03
9700          	wall_b	4.944158e-05	9.502182e-02	1.098111e-02
9700          	defaultFaces	3.992718e-05	1.090329e-01	9.682580e-03
9800          	wall_b	4.944079e-05	9.502130e-02	1.098121e-02
9800          	defaultFaces	3.992654e-05	1.090321e-01	9.682558e-03
9900          	wall_b	4.944009e-05	9.502142e-02	1.098124e-02
9900          	defaultFaces	3.992597e-05	1.090322e-01	9.682498e-03
10000         	wall_b	4.943944e-05	9.502196e-02	1.098116e-02
10000         	defaultFaces	3.992545e-05	1.090330e-01	9.682535e-03
10100         	wall_b	4.943886e-05	9.502180e-02	1.098114e-02
10100         	defaultFaces	3.992498e-05	1.090328e-01	9.682592e-03
10200         	wall_b	4.943832e-05	9.502126e-02	1.098123e-02
10200         	defaultFaces	3.992455e-05	1.090320e-01	9.682563e-03
10300         	wall_b	4.943784e-05	9.502146e-02	1.098125e-02
10300         	defaultFaces	3.992415e-05	1.090323e-01	9.682504e-03
10400         	wall_b	4.943740e-05	9.502199e-02	1.098117e-02
10400         	defaultFaces	3.992380e-05	1.090330e-01	9.682549e-03
10500         	wall_b	4.943699e-05	9.502175e-02	1.098116e-02
10500         	defaultFaces	3.992347e-05	1.090328e-01	9.682600e-03
10600         	wall_b	4.943663e-05	9.502123e-02	1.098125e-02
10600         	defaultFaces	3.992318e-05	1.090320e-01	9.682564e-03
10700         	wall_b	4.943630e-05	9.502153e-02	1.098126e-02
10700         	defaultFaces	3.992291e-05	1.090323e-01	9.682509e-03
10800         	wall_b	4.943600e-05	9.502200e-02	1.098117e-02
10800         	defaultFaces	3.992267e-05	1.090331e-01	9.682561e-03
10900         	wall_b	4.943573e-05	9.502169e-02	1.098117e-02
10900         	defaultFaces	3.992246e-05	1.090327e-01	9.682605e-03
11000         	wall_b	4.943549e-05	9.502124e-02	1.098127e-02
11000         	defaultFaces	3.992226e-05	1.090320e-01	9.682564e-03
11100         	wall_b	4.943527e-05	9.502157e-02	1.098126e-02
11100         	defaultFaces	3.992208e-05	1.090324e-01	9.682513e-03
11200         	wall_b	4.943507e-05	9.502200e-02	1.098117e-02
11200         	defaultFaces	3.992192e-05	1.090331e-01	9.682571e-03
11300         	wall_b	4.943489e-05	9.502166e-02	1.098118e-02
11300         	defaultFaces	3.992178e-05	1.090326e-01	9.682608e-03
11400         	wall_b	4.943473e-05	9.502122e-02	1.098128e-02
11400         	defaultFaces	3.992165e-05	1.090319e-01	9.682561e-03
11500         	wall_b	4.943459e-05	9.502161e-02	1.098126e-02
11500         	defaultFaces	3.992153e-05	1.090325e-01	9.682517e-03
11600         	wall_b	4.943446e-05	9.502202e-02	1.098118e-02
11600         	defaultFaces	3.992143e-05	1.090331e-01	9.682579e-03
11700         	wall_b	4.943434e-05	9.502161e-02	1.098119e-02
11700         	defaultFaces	3.992133e-05	1.090325e-01	9.682609e-03
11800         	wall_b	4.943423e-05	9.502121e-02	1.098129e-02
11800         	defaultFaces	3.992124e-05	1.090319e-01	9.682557e-03
11900         	wall_b	4.943413e-05	9.502168e-02	1.098126e-02
11900         	defaultFaces	3.992116e-05	1.090326e-01	9.682521e-03
12000         	wall_b	4.943405e-05	9.502200e-02	1.098117e-02
12000         	defaultFaces	3.992109e-05	1.090331e-01	9.682585e-03
12100         	wall_b	4.943397e-05	9.502155e-02	1.098120e-02
12100         	defaultFaces	3.992103e-05	1.090325e-01	9.682609e-03
12200         	wall_b	4.943389e-05	9.502124e-02	1.098130e-02
12200         	defaultFaces	3.992097e-05	1.090320e-01	9.682552e-03
12300         	wall_b	4.943383e-05	9.502172e-02	1.098125e-02
12300         	defaultFaces	3.992092e-05	1.090326e-01	9.682526e-03
12400         	wall_b	4.943377e-05	9.502198e-02	1.098117e-02
12400         	defaultFaces	3.992087e-05	1.090331e-01	9.682592e-03
12500         	wall_b	4.943372e-05	9.502151e-02	1.098121e-02
12500         	defaultFaces	3.992083e-05	1.090324e-01	9.682607e-03
12595         	wall_b	4.943367e-05	9.502196e-02	1.098118e-02
12595         	defaultFaces	3.992079e-05	1.090331e-01	9.682592e-03
