# y+ ()       
# Time        	patch         	min           	max           	average       
0             	wall_b	4.128765e-01	5.260155e-01	5.096742e-01
0             	defaultFaces	3.268689e-01	5.312217e-01	5.035594e-01
100           	wall_b	9.333734e-03	5.210316e-01	1.352180e-01
100           	defaultFaces	9.176832e-03	5.426081e-01	1.283362e-01
200           	wall_b	3.603207e-03	4.726788e-01	1.080679e-01
200           	defaultFaces	3.511394e-03	7.140529e-01	1.055635e-01
300           	wall_b	1.887925e-03	4.531986e-01	1.059721e-01
300           	defaultFaces	1.658037e-03	8.379971e-01	1.025729e-01
400           	wall_b	1.102624e-03	4.546190e-01	1.056906e-01
400           	defaultFaces	9.982060e-04	6.906604e-01	9.950589e-02
500           	wall_b	7.350465e-04	4.567950e-01	1.061545e-01
500           	defaultFaces	7.451958e-04	6.748740e-01	9.794883e-02
600           	wall_b	4.957623e-04	4.592890e-01	1.069435e-01
600           	defaultFaces	4.645392e-04	6.847670e-01	9.797615e-02
700           	wall_b	3.467874e-04	4.591761e-01	1.068517e-01
700           	defaultFaces	3.521088e-04	6.888644e-01	9.762360e-02
800           	wall_b	2.726133e-04	4.588679e-01	1.065926e-01
800           	defaultFaces	2.776624e-04	7.181264e-01	9.738625e-02
900           	wall_b	2.448784e-04	4.588867e-01	1.059626e-01
900           	defaultFaces	2.500411e-04	7.053827e-01	9.697927e-02
1000          	wall_b	2.346831e-04	4.587197e-01	1.054817e-01
1000          	defaultFaces	2.400427e-04	7.139855e-01	9.651447e-02
1100          	wall_b	2.326521e-04	4.585817e-01	1.052996e-01
1100          	defaultFaces	2.380549e-04	6.894126e-01	9.602148e-02
1200          	wall_b	2.330094e-04	4.591230e-01	1.049524e-01
1200          	defaultFaces	2.384454e-04	6.913367e-01	9.569192e-02
1300          	wall_b	2.337677e-04	4.581818e-01	1.047151e-01
1300          	defaultFaces	2.392009e-04	7.040660e-01	9.571668e-02
1400          	wall_b	2.342953e-04	4.586342e-01	1.045095e-01
1400          	defaultFaces	2.397272e-04	6.937911e-01	9.529212e-02
1500          	wall_b	2.345589e-04	4.590040e-01	1.043628e-01
1500          	defaultFaces	2.399880e-04	6.868825e-01	9.527642e-02
1600          	wall_b	2.346599e-04	4.581614e-01	1.044057e-01
1600          	defaultFaces	2.400877e-04	6.953212e-01	9.499799e-02
1700          	wall_b	2.346847e-04	4.588572e-01	1.042574e-01
1700          	defaultFaces	2.401119e-04	6.884834e-01	9.492023e-02
1800          	wall_b	2.346837e-04	4.575567e-01	1.042516e-01
1800          	defaultFaces	2.401107e-04	6.900643e-01	9.506864e-02
1900          	wall_b	2.346775e-04	4.585872e-01	1.042206e-01
1900          	defaultFaces	2.401046e-04	6.900783e-01	9.490354e-02
2000          	wall_b	2.346729e-04	4.584238e-01	1.042105e-01
2000          	defaultFaces	2.401000e-04	6.896584e-01	9.486137e-02
2100          	wall_b	2.346705e-04	4.580286e-01	1.041820e-01
2100          	defaultFaces	2.400976e-04	6.896905e-01	9.495027e-02
2200          	wall_b	2.346695e-04	4.580658e-01	1.041976e-01
2200          	defaultFaces	2.400967e-04	6.897946e-01	9.489503e-02
2213          	wall_b	2.346695e-04	4.579713e-01	1.041942e-01
2213          	defaultFaces	2.400966e-04	6.897896e-01	9.491350e-02
