# Residuals   
# Time        	p             	Ux            	Uy            	Uz            
0             	N/A	N/A
1             	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00
2             	3.489667e-02	5.271661e-01	4.175951e-01	4.144193e-01
3             	5.702692e-02	1.849866e-01	1.940081e-01	1.674962e-01
4             	7.961450e-02	9.010041e-02	1.490086e-01	4.970486e-01
5             	2.187068e-01	4.288768e-02	1.376441e-01	5.124210e-01
6             	1.330866e-01	5.947760e-02	1.465696e-01	3.820539e-01
7             	8.208526e-02	1.017407e-01	1.524091e-01	2.430687e-01
8             	6.830156e-02	1.256811e-01	1.465548e-01	1.500110e-01
9             	7.087659e-02	1.145045e-01	1.395661e-01	2.585999e-01
10            	9.124757e-02	6.964069e-02	1.214008e-01	3.865812e-01
11            	1.477109e-01	4.128171e-02	1.032305e-01	3.678301e-01
12            	8.199550e-02	5.203001e-02	8.971221e-02	2.749751e-01
13            	6.308269e-02	5.859147e-02	7.134105e-02	1.673025e-01
14            	5.933283e-02	4.930250e-02	5.277539e-02	1.021693e-01
15            	6.466325e-02	3.289542e-02	4.245368e-02	1.642378e-01
16            	8.034245e-02	1.865074e-02	3.591322e-02	2.064249e-01
17            	1.031538e-01	1.427631e-02	3.199034e-02	1.875792e-01
18            	8.341786e-02	1.801417e-02	2.892866e-02	1.359148e-01
19            	7.713816e-02	2.032718e-02	2.415193e-02	7.869650e-02
20            	7.893568e-02	1.746865e-02	1.960982e-02	6.353594e-02
21            	8.690794e-02	1.194903e-02	1.766237e-02	9.078258e-02
22            	9.649051e-02	9.843574e-03	1.731682e-02	1.011897e-01
23            	8.437258e-02	1.145596e-02	1.695396e-02	8.844253e-02
24            	7.761214e-02	1.266998e-02	1.540138e-02	6.390721e-02
25            	7.521192e-02	1.226013e-02	1.336174e-02	4.389140e-02
26            	7.598810e-02	1.077224e-02	1.201259e-02	4.512927e-02
27            	7.892275e-02	9.020568e-03	1.106480e-02	5.261073e-02
28            	8.256180e-02	7.615197e-03	1.002975e-02	5.292057e-02
29            	8.526571e-02	6.834051e-03	8.926162e-03	4.634076e-02
30            	8.607316e-02	6.440738e-03	7.951477e-03	3.798949e-02
31            	8.478941e-02	6.190681e-03	7.400859e-03	3.326544e-02
32            	8.206809e-02	6.164028e-03	7.352120e-03	3.375189e-02
33            	7.875403e-02	6.315852e-03	7.435971e-03	3.461702e-02
34            	7.560213e-02	6.478441e-03	7.408534e-03	3.342742e-02
35            	7.302905e-02	6.527594e-03	7.234957e-03	3.088944e-02
36            	7.112389e-02	6.422280e-03	6.985720e-03	2.873183e-02
37            	6.978413e-02	6.192481e-03	6.724340e-03	2.795500e-02
38            	6.881562e-02	5.903715e-03	6.465628e-03	2.782465e-02
39            	6.797310e-02	5.621423e-03	6.207297e-03	2.739255e-02
40            	6.704133e-02	5.385663e-03	5.961285e-03	2.646333e-02
41            	6.588313e-02	5.208548e-03	5.748703e-03	2.533830e-02
42            	6.450115e-02	5.082260e-03	5.582039e-03	2.440054e-02
43            	6.293707e-02	4.993307e-03	5.453627e-03	2.372176e-02
44            	6.128192e-02	4.924514e-03	5.346086e-03	2.317072e-02
45            	5.962829e-02	4.859516e-03	5.243203e-03	2.260763e-02
46            	5.804142e-02	4.786336e-03	5.136618e-03	2.201931e-02
47            	5.654859e-02	4.700527e-03	5.025628e-03	2.146043e-02
48            	5.514953e-02	4.603650e-03	4.912447e-03	2.095913e-02
49            	5.383162e-02	4.501304e-03	4.799801e-03	2.049448e-02
50            	5.256681e-02	4.399792e-03	4.689796e-03	2.002991e-02
51            	5.132809e-02	4.304035e-03	4.584687e-03	1.955785e-02
52            	5.009702e-02	4.216976e-03	4.486733e-03	1.908498e-02
53            	4.887145e-02	4.138343e-03	4.396055e-03	1.863085e-02
54            	4.765039e-02	4.067037e-03	4.311923e-03	1.819923e-02
55            	4.644040e-02	4.001123e-03	4.233348e-03	1.779051e-02
56            	4.525738e-02	3.938010e-03	4.158575e-03	1.740340e-02
57            	4.410577e-02	3.876512e-03	4.086720e-03	1.703363e-02
58            	4.299255e-02	3.815697e-03	4.017745e-03	1.668540e-02
59            	4.191776e-02	3.755483e-03	3.949730e-03	1.634528e-02
60            	4.087930e-02	3.696048e-03	3.883543e-03	1.601447e-02
61            	3.987426e-02	3.638489e-03	3.819899e-03	1.569752e-02
62            	3.890032e-02	3.583069e-03	3.758804e-03	1.539085e-02
63            	3.795450e-02	3.530004e-03	3.700180e-03	1.509470e-02
64            	3.703604e-02	3.479340e-03	3.643941e-03	1.480927e-02
65            	3.614466e-02	3.430885e-03	3.590057e-03	1.453540e-02
66            	3.528105e-02	3.384367e-03	3.538363e-03	1.427298e-02
67            	3.444507e-02	3.339537e-03	3.488745e-03	1.402222e-02
68            	3.363506e-02	3.296334e-03	3.440918e-03	1.378268e-02
69            	3.285418e-02	3.254115e-03	3.393950e-03	1.355147e-02
70            	3.210056e-02	3.213000e-03	3.348488e-03	1.332466e-02
71            	3.137303e-02	3.173161e-03	3.304543e-03	1.310879e-02
72            	3.067106e-02	3.134532e-03	3.261990e-03	1.290006e-02
73            	2.999324e-02	3.097108e-03	3.220738e-03	1.269881e-02
74            	2.933864e-02	3.060873e-03	3.180775e-03	1.250510e-02
75            	2.870637e-02	3.025794e-03	3.142072e-03	1.231878e-02
76            	2.809576e-02	2.991823e-03	3.104570e-03	1.213929e-02
77            	2.750674e-02	2.959169e-03	3.069813e-03	1.197084e-02
78            	2.693655e-02	2.927252e-03	3.033456e-03	1.180279e-02
79            	2.638592e-02	2.895975e-03	2.998438e-03	1.164076e-02
80            	2.585418e-02	2.865626e-03	2.964498e-03	1.148049e-02
81            	2.534057e-02	2.836187e-03	2.931726e-03	1.132826e-02
82            	2.484416e-02	2.807530e-03	2.899842e-03	1.118028e-02
83            	2.436436e-02	2.779632e-03	2.868736e-03	1.103715e-02
84            	2.390055e-02	2.752458e-03	2.838413e-03	1.089855e-02
85            	2.345213e-02	2.725991e-03	2.808871e-03	1.076465e-02
86            	2.301861e-02	2.700210e-03	2.780116e-03	1.063515e-02
87            	2.259959e-02	2.675179e-03	2.752642e-03	1.051128e-02
88            	2.219313e-02	2.650776e-03	2.725138e-03	1.038996e-02
89            	2.179998e-02	2.626853e-03	2.698493e-03	1.027562e-02
90            	2.141909e-02	2.603448e-03	2.671746e-03	1.015787e-02
91            	2.105012e-02	2.580423e-03	2.645796e-03	1.004135e-02
92            	2.069237e-02	2.558044e-03	2.620450e-03	9.932033e-03
93            	2.034577e-02	2.536193e-03	2.595741e-03	9.825327e-03
94            	2.000997e-02	2.514814e-03	2.571577e-03	9.721656e-03
95            	1.968453e-02	2.493898e-03	2.547919e-03	9.621106e-03
96            	1.936906e-02	2.473424e-03	2.524754e-03	9.523589e-03
97            	1.906309e-02	2.453388e-03	2.502113e-03	9.428884e-03
98            	1.876665e-02	2.433978e-03	2.480991e-03	9.339595e-03
99            	1.847767e-02	2.414851e-03	2.458737e-03	9.249464e-03
100           	1.819738e-02	2.395901e-03	2.437261e-03	9.163794e-03
101           	1.792457e-02	2.377394e-03	2.415756e-03	9.075640e-03
102           	1.765946e-02	2.359053e-03	2.394824e-03	8.986731e-03
103           	1.740142e-02	2.341180e-03	2.374316e-03	8.903760e-03
104           	1.715056e-02	2.323665e-03	2.354260e-03	8.822213e-03
105           	1.690648e-02	2.306464e-03	2.334561e-03	8.742568e-03
106           	1.666901e-02	2.289559e-03	2.315214e-03	8.664961e-03
107           	1.643781e-02	2.272946e-03	2.296197e-03	8.589337e-03
108           	1.621277e-02	2.256621e-03	2.277532e-03	8.515434e-03
109           	1.599373e-02	2.240614e-03	2.259413e-03	8.443817e-03
110           	1.577981e-02	2.224954e-03	2.241509e-03	8.373775e-03
111           	1.557166e-02	2.209385e-03	2.223627e-03	8.305651e-03
112           	1.536844e-02	2.194161e-03	2.205940e-03	8.237430e-03
113           	1.517010e-02	2.178937e-03	2.188428e-03	8.166295e-03
114           	1.497618e-02	2.164065e-03	2.171189e-03	8.100146e-03
115           	1.478696e-02	2.149443e-03	2.154329e-03	8.034720e-03
116           	1.460220e-02	2.135031e-03	2.137728e-03	7.970630e-03
117           	1.442196e-02	2.120821e-03	2.121391e-03	7.907932e-03
118           	1.424604e-02	2.106812e-03	2.105309e-03	7.846536e-03
119           	1.407422e-02	2.093001e-03	2.089479e-03	7.786288e-03
120           	1.390661e-02	2.079389e-03	2.073895e-03	7.727011e-03
121           	1.374291e-02	2.066007e-03	2.058729e-03	7.669557e-03
122           	1.358240e-02	2.052947e-03	2.043955e-03	7.614561e-03
123           	1.342540e-02	2.039842e-03	2.028725e-03	7.559155e-03
124           	1.327171e-02	2.026779e-03	2.013715e-03	7.499734e-03
125           	1.312083e-02	2.013998e-03	1.999045e-03	7.444556e-03
126           	1.297330e-02	2.001391e-03	1.984632e-03	7.389998e-03
127           	1.282872e-02	1.988941e-03	1.970408e-03	7.336190e-03
128           	1.268738e-02	1.976642e-03	1.956406e-03	7.283615e-03
129           	1.254917e-02	1.964491e-03	1.942603e-03	7.232094e-03
130           	1.241378e-02	1.952486e-03	1.928995e-03	7.181385e-03
131           	1.228118e-02	1.940629e-03	1.915597e-03	7.131485e-03
132           	1.215131e-02	1.928924e-03	1.902425e-03	7.082549e-03
133           	1.202423e-02	1.917417e-03	1.889632e-03	7.035380e-03
134           	1.190006e-02	1.906266e-03	1.877721e-03	6.991542e-03
135           	1.177728e-02	1.894912e-03	1.864630e-03	6.941408e-03
136           	1.165684e-02	1.883430e-03	1.851458e-03	6.893218e-03
137           	1.153867e-02	1.872337e-03	1.838840e-03	6.845253e-03
138           	1.142278e-02	1.861370e-03	1.826577e-03	6.798207e-03
139           	1.130907e-02	1.850509e-03	1.814415e-03	6.752200e-03
140           	1.119742e-02	1.839778e-03	1.802405e-03	6.706823e-03
141           	1.108769e-02	1.829167e-03	1.790569e-03	6.662036e-03
142           	1.098007e-02	1.818668e-03	1.778920e-03	6.617944e-03
143           	1.087455e-02	1.808300e-03	1.767449e-03	6.574562e-03
144           	1.077117e-02	1.798093e-03	1.756243e-03	6.532557e-03
145           	1.066961e-02	1.788062e-03	1.745142e-03	6.491810e-03
146           	1.057011e-02	1.777928e-03	1.734074e-03	6.447297e-03
147           	1.047133e-02	1.768091e-03	1.723214e-03	6.405977e-03
148           	1.037471e-02	1.758139e-03	1.712058e-03	6.363328e-03
149           	1.027974e-02	1.748409e-03	1.701268e-03	6.320924e-03
150           	1.018635e-02	1.738759e-03	1.690676e-03	6.279345e-03
151           	1.009464e-02	1.729204e-03	1.680168e-03	6.238353e-03
152           	1.000447e-02	1.719761e-03	1.669804e-03	6.197801e-03
153           	9.915870e-03	1.710421e-03	1.659599e-03	6.157736e-03
154           	9.829082e-03	1.701187e-03	1.649548e-03	6.118178e-03
155           	9.743920e-03	1.692097e-03	1.639729e-03	6.079802e-03
156           	9.660052e-03	1.683165e-03	1.629993e-03	6.042640e-03
157           	9.577553e-03	1.674066e-03	1.620116e-03	6.001205e-03
158           	9.496300e-03	1.665192e-03	1.610432e-03	5.963097e-03
159           	9.416571e-03	1.656449e-03	1.601092e-03	5.925194e-03
160           	9.337633e-03	1.647875e-03	1.591906e-03	5.887885e-03
161           	9.260254e-03	1.639134e-03	1.582289e-03	5.849799e-03
162           	9.184183e-03	1.630610e-03	1.573030e-03	5.811894e-03
163           	9.109058e-03	1.622151e-03	1.563947e-03	5.774653e-03
164           	9.035096e-03	1.613776e-03	1.554936e-03	5.737894e-03
165           	8.962300e-03	1.605502e-03	1.546057e-03	5.701610e-03
166           	8.890773e-03	1.597353e-03	1.537397e-03	5.666459e-03
167           	8.820307e-03	1.589342e-03	1.528814e-03	5.632576e-03
168           	8.750972e-03	1.581149e-03	1.520075e-03	5.594447e-03
169           	8.682428e-03	1.573162e-03	1.511503e-03	5.559450e-03
170           	8.614918e-03	1.565273e-03	1.503126e-03	5.524265e-03
171           	8.548413e-03	1.557448e-03	1.494871e-03	5.489498e-03
172           	8.483213e-03	1.549729e-03	1.486852e-03	5.455598e-03
173           	8.418566e-03	1.542178e-03	1.478990e-03	5.422333e-03
174           	8.355008e-03	1.534439e-03	1.470682e-03	5.388108e-03
175           	8.292361e-03	1.526908e-03	1.462710e-03	5.354147e-03
176           	8.230423e-03	1.519443e-03	1.454922e-03	5.321015e-03
177           	8.169382e-03	1.512080e-03	1.447281e-03	5.288889e-03
178           	8.109133e-03	1.504861e-03	1.439698e-03	5.257885e-03
179           	8.049758e-03	1.497450e-03	1.431969e-03	5.222713e-03
180           	7.991070e-03	1.490234e-03	1.424393e-03	5.190604e-03
181           	7.933243e-03	1.483099e-03	1.417005e-03	5.158241e-03
182           	7.876161e-03	1.476031e-03	1.409714e-03	5.126359e-03
183           	7.819955e-03	1.469023e-03	1.402520e-03	5.094881e-03
184           	7.764657e-03	1.462084e-03	1.395448e-03	5.063756e-03
185           	7.710283e-03	1.455240e-03	1.388585e-03	5.033201e-03
186           	7.656182e-03	1.448552e-03	1.381906e-03	5.003164e-03
187           	7.603041e-03	1.441681e-03	1.374797e-03	4.972333e-03
188           	7.550711e-03	1.435036e-03	1.368092e-03	4.942360e-03
189           	7.498772e-03	1.428495e-03	1.361503e-03	4.913839e-03
190           	7.447534e-03	1.421757e-03	1.354707e-03	4.881235e-03
191           	7.396654e-03	1.415195e-03	1.348046e-03	4.851425e-03
192           	7.346677e-03	1.408740e-03	1.341585e-03	4.821576e-03
193           	7.297341e-03	1.402320e-03	1.335190e-03	4.792046e-03
194           	7.248791e-03	1.395942e-03	1.328880e-03	4.762924e-03
195           	7.200923e-03	1.389622e-03	1.322666e-03	4.734304e-03
196           	7.153766e-03	1.383377e-03	1.316556e-03	4.706131e-03
197           	7.107266e-03	1.377193e-03	1.310554e-03	4.678258e-03
198           	7.061563e-03	1.371082e-03	1.304745e-03	4.651031e-03
199           	7.017904e-03	1.367611e-03	1.308726e-03	4.648238e-03
200           	6.972512e-03	1.359949e-03	1.294742e-03	4.605312e-03
201           	6.927902e-03	1.353123e-03	1.287780e-03	4.572621e-03
202           	6.883841e-03	1.347090e-03	1.281607e-03	4.544612e-03
203           	6.840258e-03	1.341165e-03	1.275884e-03	4.516883e-03
204           	6.797095e-03	1.335282e-03	1.270239e-03	4.489965e-03
205           	6.754548e-03	1.329450e-03	1.264670e-03	4.463639e-03
206           	6.712517e-03	1.323684e-03	1.259171e-03	4.437670e-03
207           	6.671070e-03	1.317972e-03	1.253752e-03	4.412122e-03
208           	6.630196e-03	1.312316e-03	1.248409e-03	4.387007e-03
209           	6.589859e-03	1.306719e-03	1.243165e-03	4.362366e-03
210           	6.550124e-03	1.301210e-03	1.238087e-03	4.338735e-03
211           	6.510829e-03	1.295811e-03	1.233072e-03	4.316347e-03
212           	6.472188e-03	1.290218e-03	1.227980e-03	4.290484e-03
213           	6.433402e-03	1.284892e-03	1.223061e-03	4.267723e-03
214           	6.395144e-03	1.279367e-03	1.217759e-03	4.243613e-03
215           	6.357265e-03	1.274010e-03	1.212740e-03	4.219650e-03
