# Residuals   
# Time        	p             	Ux            	Uy            	Uz            
0             	N/A	N/A
1             	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00
2             	3.716670e-02	5.271724e-01	4.175938e-01	4.143932e-01
3             	6.133566e-02	1.846508e-01	1.942188e-01	1.675706e-01
4             	8.658968e-02	8.986393e-02	1.487669e-01	4.942051e-01
5             	2.437377e-01	4.266953e-02	1.382048e-01	5.039911e-01
6             	1.332657e-01	5.875739e-02	1.496166e-01	3.747041e-01
7             	8.387931e-02	1.003074e-01	1.570481e-01	2.367409e-01
8             	7.046454e-02	1.237300e-01	1.519857e-01	1.434390e-01
9             	7.458115e-02	1.124836e-01	1.446310e-01	2.415255e-01
10            	9.708337e-02	6.825957e-02	1.252652e-01	3.587343e-01
11            	1.493292e-01	4.054037e-02	1.057862e-01	3.450372e-01
12            	8.364666e-02	5.112932e-02	9.167180e-02	2.609133e-01
13            	6.587793e-02	5.748492e-02	7.309172e-02	1.583902e-01
14            	6.262779e-02	4.844100e-02	5.403409e-02	9.508681e-02
15            	6.840793e-02	3.235616e-02	4.335804e-02	1.497272e-01
16            	8.423041e-02	1.836918e-02	3.672614e-02	1.854973e-01
17            	1.012314e-01	1.398913e-02	3.335533e-02	1.674414e-01
18            	8.435770e-02	1.756574e-02	3.095256e-02	1.204355e-01
19            	7.905587e-02	1.981643e-02	2.641546e-02	6.876860e-02
20            	8.123719e-02	1.701723e-02	2.163964e-02	5.474967e-02
21            	8.895830e-02	1.164615e-02	1.920966e-02	7.840393e-02
22            	9.593373e-02	9.660432e-03	1.826586e-02	8.807290e-02
23            	8.535865e-02	1.123416e-02	1.754074e-02	7.738875e-02
24            	7.945890e-02	1.237900e-02	1.582323e-02	5.595982e-02
25            	7.745751e-02	1.197374e-02	1.365232e-02	3.834367e-02
26            	7.835614e-02	1.052688e-02	1.225166e-02	3.924857e-02
27            	8.109509e-02	8.839366e-03	1.129615e-02	4.537863e-02
28            	8.430691e-02	7.488060e-03	1.032082e-02	4.548061e-02
29            	8.650930e-02	6.715190e-03	9.326038e-03	3.970529e-02
30            	8.691385e-02	6.316805e-03	8.407995e-03	3.250863e-02
31            	8.549520e-02	6.090541e-03	7.786717e-03	2.843522e-02
32            	8.285123e-02	6.068814e-03	7.630063e-03	2.883763e-02
33            	7.975039e-02	6.196620e-03	7.643730e-03	2.961889e-02
