# y+ ()       
# Time        	patch         	min           	max           	average       
0             	wall_b	3.259671e-01	4.208130e-01	4.105178e-01
0             	defaultFaces	2.669963e-01	4.289468e-01	4.071303e-01
100           	wall_b	6.366415e-03	4.284309e-01	1.042093e-01
100           	defaultFaces	6.849088e-03	4.209498e-01	1.015140e-01
200           	wall_b	2.284205e-03	3.411109e-01	7.523792e-02
200           	defaultFaces	2.227122e-03	4.785767e-01	7.368331e-02
300           	wall_b	1.139480e-03	3.334582e-01	7.186042e-02
300           	defaultFaces	1.225549e-03	5.626900e-01	7.088646e-02
400           	wall_b	7.332599e-04	3.382155e-01	7.162986e-02
400           	defaultFaces	7.766407e-04	7.236652e-01	7.111047e-02
500           	wall_b	4.641637e-04	2.994969e-01	7.099632e-02
500           	defaultFaces	4.975015e-04	5.591974e-01	6.698543e-02
600           	wall_b	2.794015e-04	3.011890e-01	7.192996e-02
600           	defaultFaces	3.051788e-04	5.186195e-01	6.589788e-02
700           	wall_b	2.032905e-04	3.041046e-01	7.243842e-02
700           	defaultFaces	2.219059e-04	5.403271e-01	6.592322e-02
800           	wall_b	1.439537e-04	3.066825e-01	7.277458e-02
800           	defaultFaces	1.570083e-04	5.507976e-01	6.645651e-02
900           	wall_b	1.116462e-04	3.106624e-01	7.274095e-02
900           	defaultFaces	1.218179e-04	5.433320e-01	6.661664e-02
1000          	wall_b	9.269852e-05	3.111845e-01	7.270793e-02
1000          	defaultFaces	1.011631e-04	5.782749e-01	6.666992e-02
1100          	wall_b	8.271508e-05	3.153277e-01	7.251208e-02
1100          	defaultFaces	9.031826e-05	5.604917e-01	6.675627e-02
1200          	wall_b	7.759809e-05	3.138004e-01	7.197367e-02
1200          	defaultFaces	8.477239e-05	5.759301e-01	6.623606e-02
1300          	wall_b	7.548424e-05	3.166776e-01	7.187714e-02
1300          	defaultFaces	8.249252e-05	5.709723e-01	6.603636e-02
1400          	wall_b	7.489845e-05	3.136908e-01	7.163411e-02
1400          	defaultFaces	8.186389e-05	5.783960e-01	6.595541e-02
1500          	wall_b	7.499427e-05	3.162212e-01	7.132845e-02
1500          	defaultFaces	8.197415e-05	5.449374e-01	6.544846e-02
1600          	wall_b	7.528133e-05	3.109552e-01	7.118134e-02
1600          	defaultFaces	8.228758e-05	5.691041e-01	6.531294e-02
1700          	wall_b	7.555764e-05	3.118584e-01	7.115490e-02
1700          	defaultFaces	8.258724e-05	5.703090e-01	6.532548e-02
1800          	wall_b	7.574858e-05	3.090332e-01	7.087175e-02
1800          	defaultFaces	8.279543e-05	5.639468e-01	6.516893e-02
1900          	wall_b	7.586482e-05	3.095537e-01	7.086297e-02
1900          	defaultFaces	8.292144e-05	5.595385e-01	6.496063e-02
2000          	wall_b	7.591537e-05	3.063489e-01	7.076636e-02
2000          	defaultFaces	8.297662e-05	5.670762e-01	6.506560e-02
2100          	wall_b	7.593410e-05	3.054973e-01	7.074699e-02
2100          	defaultFaces	8.299663e-05	5.615997e-01	6.482894e-02
2200          	wall_b	7.592637e-05	3.048425e-01	7.065618e-02
2200          	defaultFaces	8.298696e-05	5.642658e-01	6.489073e-02
2300          	wall_b	7.591745e-05	3.057781e-01	7.070276e-02
2300          	defaultFaces	8.297772e-05	5.632399e-01	6.489138e-02
2400          	wall_b	7.591196e-05	3.025589e-01	7.061368e-02
2400          	defaultFaces	8.297182e-05	5.634032e-01	6.471883e-02
2500          	wall_b	7.591070e-05	3.049947e-01	7.069122e-02
2500          	defaultFaces	8.297103e-05	5.636633e-01	6.488794e-02
2600          	wall_b	7.591244e-05	3.029635e-01	7.060989e-02
2600          	defaultFaces	8.297239e-05	5.635194e-01	6.474418e-02
2700          	wall_b	7.591191e-05	3.039653e-01	7.065056e-02
2700          	defaultFaces	8.297218e-05	5.637317e-01	6.483195e-02
2800          	wall_b	7.591116e-05	3.032290e-01	7.062054e-02
2800          	defaultFaces	8.297068e-05	5.636792e-01	6.477389e-02
2835          	wall_b	7.590945e-05	3.032953e-01	7.062622e-02
2835          	defaultFaces	8.296907e-05	5.637203e-01	6.477124e-02
