# Residuals   
# Time        	p             	Ux            	Uy            	Uz            
0             	N/A	N/A
1             	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00
2             	2.880305e-02	5.119908e-01	4.025409e-01	4.159387e-01
3             	5.240873e-02	1.909473e-01	1.882690e-01	1.631241e-01
4             	7.543352e-02	9.018074e-02	1.424141e-01	5.275961e-01
5             	2.252938e-01	4.142001e-02	1.269085e-01	5.245260e-01
6             	1.157536e-01	6.001265e-02	1.326162e-01	3.796653e-01
7             	7.098049e-02	9.959357e-02	1.357719e-01	2.354887e-01
8             	5.949364e-02	1.190687e-01	1.301250e-01	1.376541e-01
9             	6.184128e-02	1.051260e-01	1.230150e-01	2.624640e-01
10            	8.164712e-02	6.127364e-02	1.037433e-01	4.010478e-01
11            	1.451751e-01	3.584426e-02	8.590389e-02	3.736911e-01
12            	7.182206e-02	4.743785e-02	7.444728e-02	2.719971e-01
13            	5.512305e-02	5.329293e-02	5.978537e-02	1.587031e-01
14            	5.204691e-02	4.443485e-02	4.496586e-02	9.208627e-02
15            	5.740557e-02	2.962628e-02	3.649319e-02	1.636278e-01
16            	7.347498e-02	1.686103e-02	3.007365e-02	2.052007e-01
17            	1.005338e-01	1.240733e-02	2.578724e-02	1.835853e-01
18            	7.892094e-02	1.522813e-02	2.265184e-02	1.303389e-01
19            	7.294924e-02	1.695345e-02	1.855885e-02	7.236034e-02
20            	7.565033e-02	1.451232e-02	1.506695e-02	5.762338e-02
21            	8.523839e-02	9.970821e-03	1.343040e-02	8.478960e-02
22            	9.537071e-02	8.230204e-03	1.304289e-02	9.396909e-02
23            	8.158265e-02	9.933855e-03	1.292713e-02	8.101285e-02
24            	7.452499e-02	1.105095e-02	1.191825e-02	5.715934e-02
25            	7.237282e-02	1.068533e-02	1.049057e-02	3.813620e-02
26            	7.375044e-02	9.368118e-03	9.490664e-03	4.070861e-02
27            	7.753218e-02	7.763361e-03	8.619646e-03	4.822000e-02
28            	8.220015e-02	6.400143e-03	7.637749e-03	4.827264e-02
29            	8.587293e-02	5.572845e-03	6.644654e-03	4.189245e-02
30            	8.722048e-02	5.146118e-03	5.789400e-03	3.369092e-02
31            	8.598984e-02	4.912737e-03	5.302923e-03	2.878957e-02
32            	8.295767e-02	4.945927e-03	5.282647e-03	2.925258e-02
33            	7.925113e-02	5.151062e-03	5.391201e-03	3.011485e-02
34            	7.580460e-02	5.340475e-03	5.406419e-03	2.894427e-02
35            	7.308194e-02	5.405567e-03	5.298990e-03	2.648152e-02
36            	7.119365e-02	5.316641e-03	5.118303e-03	2.438790e-02
37            	6.999194e-02	5.105955e-03	4.914260e-03	2.377786e-02
38            	6.922425e-02	4.835902e-03	4.701646e-03	2.381247e-02
39            	6.858890e-02	4.567898e-03	4.480933e-03	2.345077e-02
40            	6.782649e-02	4.341983e-03	4.269334e-03	2.255327e-02
41            	6.678315e-02	4.173410e-03	4.088349e-03	2.144085e-02
42            	6.543100e-02	4.059261e-03	3.949793e-03	2.047706e-02
43            	6.384588e-02	3.984891e-03	3.848985e-03	1.980763e-02
44            	6.214486e-02	3.931863e-03	3.768974e-03	1.928610e-02
45            	6.044786e-02	3.882268e-03	3.694560e-03	1.876524e-02
46            	5.883311e-02	3.823615e-03	3.616064e-03	1.822378e-02
47            	5.733564e-02	3.751369e-03	3.533534e-03	1.773249e-02
48            	5.595565e-02	3.667118e-03	3.447390e-03	1.728504e-02
49            	5.466836e-02	3.575925e-03	3.358703e-03	1.686361e-02
50            	5.343637e-02	3.485058e-03	3.272165e-03	1.644509e-02
51            	5.222755e-02	3.399838e-03	3.190101e-03	1.601665e-02
52            	5.101807e-02	3.323069e-03	3.113469e-03	1.558091e-02
53            	4.979881e-02	3.255016e-03	3.043582e-03	1.516151e-02
54            	4.857713e-02	3.194490e-03	2.979788e-03	1.476599e-02
55            	4.736515e-02	3.139292e-03	2.921080e-03	1.439927e-02
56            	4.617472e-02	3.087170e-03	2.865968e-03	1.405567e-02
57            	4.501815e-02	3.035817e-03	2.812194e-03	1.371773e-02
58            	4.390339e-02	2.985071e-03	2.761472e-03	1.340722e-02
59            	4.282857e-02	2.933753e-03	2.709541e-03	1.309526e-02
60            	4.179113e-02	2.883549e-03	2.660718e-03	1.280493e-02
61            	4.078679e-02	2.835081e-03	2.614638e-03	1.253523e-02
62            	3.981110e-02	2.787877e-03	2.568665e-03	1.225103e-02
63            	3.886227e-02	2.742934e-03	2.524991e-03	1.198097e-02
64            	3.793937e-02	2.700489e-03	2.484211e-03	1.173016e-02
65            	3.704197e-02	2.660047e-03	2.445095e-03	1.148935e-02
66            	3.616904e-02	2.621399e-03	2.407705e-03	1.125439e-02
67            	3.532298e-02	2.584396e-03	2.372169e-03	1.103159e-02
68            	3.450401e-02	2.548413e-03	2.337307e-03	1.081239e-02
69            	3.371412e-02	2.515911e-03	2.312200e-03	1.071141e-02
70            	3.294892e-02	2.480184e-03	2.273787e-03	1.042049e-02
71            	3.220937e-02	2.447146e-03	2.241967e-03	1.022025e-02
72            	3.149640e-02	2.415346e-03	2.212069e-03	1.003375e-02
73            	3.080740e-02	2.384511e-03	2.183285e-03	9.854375e-03
74            	3.014116e-02	2.354815e-03	2.155725e-03	9.682774e-03
75            	2.949870e-02	2.326230e-03	2.129699e-03	9.522885e-03
76            	2.887562e-02	2.298554e-03	2.104115e-03	9.362538e-03
77            	2.827291e-02	2.271734e-03	2.079297e-03	9.204622e-03
78            	2.769060e-02	2.245998e-03	2.056021e-03	9.058767e-03
79            	2.712783e-02	2.220945e-03	2.033036e-03	8.919009e-03
80            	2.658364e-02	2.196539e-03	2.010876e-03	8.779982e-03
81            	2.605696e-02	2.172993e-03	1.989587e-03	8.645333e-03
82            	2.554764e-02	2.149999e-03	1.968530e-03	8.511195e-03
83            	2.505508e-02	2.127626e-03	1.948356e-03	8.384440e-03
84            	2.458095e-02	2.106815e-03	1.931335e-03	8.292725e-03
85            	2.411906e-02	2.085499e-03	1.911787e-03	8.165896e-03
86            	2.367153e-02	2.064954e-03	1.892839e-03	8.040258e-03
87            	2.323819e-02	2.045093e-03	1.875133e-03	7.928316e-03
88            	2.281874e-02	2.025842e-03	1.857991e-03	7.821945e-03
89            	2.241165e-02	2.007156e-03	1.841652e-03	7.721622e-03
90            	2.201906e-02	1.989822e-03	1.827692e-03	7.639909e-03
91            	2.163604e-02	1.971469e-03	1.810475e-03	7.529626e-03
92            	2.126630e-02	1.954368e-03	1.796021e-03	7.442946e-03
93            	2.090624e-02	1.938209e-03	1.782804e-03	7.360970e-03
94            	2.055649e-02	1.921087e-03	1.766444e-03	7.253463e-03
95            	2.021906e-02	1.905117e-03	1.752925e-03	7.171608e-03
96            	1.989052e-02	1.889854e-03	1.739966e-03	7.092801e-03
97            	1.957114e-02	1.874661e-03	1.726758e-03	7.011596e-03
98            	1.926105e-02	1.859772e-03	1.713872e-03	6.930164e-03
99            	1.895880e-02	1.845359e-03	1.701435e-03	6.851283e-03
100           	1.866672e-02	1.831308e-03	1.689403e-03	6.780931e-03
101           	1.838132e-02	1.817514e-03	1.677597e-03	6.707830e-03
102           	1.810451e-02	1.804528e-03	1.667180e-03	6.644806e-03
103           	1.783387e-02	1.791157e-03	1.655248e-03	6.570523e-03
104           	1.757104e-02	1.778238e-03	1.644157e-03	6.500943e-03
105           	1.731712e-02	1.765985e-03	1.634368e-03	6.444874e-03
106           	1.706824e-02	1.753689e-03	1.623621e-03	6.378047e-03
107           	1.682747e-02	1.742165e-03	1.615035e-03	6.334635e-03
108           	1.659089e-02	1.730492e-03	1.605229e-03	6.270936e-03
109           	1.635999e-02	1.718690e-03	1.594225e-03	6.201661e-03
110           	1.613671e-02	1.707516e-03	1.585258e-03	6.149421e-03
111           	1.591721e-02	1.696464e-03	1.575878e-03	6.089923e-03
112           	1.570423e-02	1.685668e-03	1.566668e-03	6.030968e-03
113           	1.549888e-02	1.676803e-03	1.562797e-03	6.040246e-03
114           	1.529459e-02	1.665328e-03	1.551185e-03	5.949788e-03
115           	1.509663e-02	1.654942e-03	1.541608e-03	5.885410e-03
116           	1.490309e-02	1.644965e-03	1.533051e-03	5.833408e-03
117           	1.471357e-02	1.635090e-03	1.524644e-03	5.780741e-03
118           	1.452887e-02	1.627250e-03	1.520752e-03	5.766118e-03
119           	1.434872e-02	1.616519e-03	1.509514e-03	5.694680e-03
120           	1.417262e-02	1.607178e-03	1.501915e-03	5.648961e-03
121           	1.399991e-02	1.598194e-03	1.494504e-03	5.604562e-03
122           	1.383127e-02	1.589226e-03	1.486913e-03	5.555708e-03
123           	1.366677e-02	1.580747e-03	1.480663e-03	5.522920e-03
124           	1.350451e-02	1.572053e-03	1.473163e-03	5.478249e-03
125           	1.334693e-02	1.563585e-03	1.466019e-03	5.436509e-03
126           	1.319295e-02	1.557269e-03	1.463468e-03	5.427629e-03
127           	1.304181e-02	1.547561e-03	1.452817e-03	5.361374e-03
