# y+ ()       
# Time        	patch         	min           	max           	average       
0             	wall_b	1.679445e-01	2.154558e-01	2.127381e-01
0             	defaultFaces	1.556491e-01	2.230265e-01	2.121364e-01
100           	wall_b	1.984803e-03	2.767182e-01	5.377521e-02
100           	defaultFaces	2.211059e-03	2.567381e-01	5.233835e-02
200           	wall_b	9.991266e-04	1.286991e-01	2.925898e-02
200           	defaultFaces	1.068696e-03	1.932415e-01	2.880936e-02
300           	wall_b	4.589442e-04	1.153866e-01	2.373335e-02
300           	defaultFaces	4.597380e-04	1.879602e-01	2.343605e-02
400           	wall_b	2.439049e-04	1.099584e-01	2.189463e-02
400           	defaultFaces	2.654496e-04	1.735354e-01	2.169060e-02
500           	wall_b	1.791831e-04	1.170226e-01	2.125693e-02
500           	defaultFaces	1.810394e-04	2.007513e-01	2.116816e-02
600           	wall_b	1.343456e-04	1.162320e-01	2.104369e-02
600           	defaultFaces	1.232534e-04	2.400741e-01	2.118512e-02
700           	wall_b	9.224224e-05	1.060996e-01	2.079773e-02
700           	defaultFaces	9.259597e-05	2.471939e-01	2.129252e-02
800           	wall_b	8.369921e-05	1.094218e-01	2.061584e-02
800           	defaultFaces	8.007904e-05	2.597943e-01	2.099310e-02
900           	wall_b	7.443670e-05	1.246233e-01	2.053472e-02
900           	defaultFaces	6.904595e-05	3.091805e-01	2.127605e-02
1000          	wall_b	6.540131e-05	1.250517e-01	2.044442e-02
1000          	defaultFaces	6.066082e-05	3.161780e-01	2.119394e-02
1100          	wall_b	5.702045e-05	1.187530e-01	2.032459e-02
1100          	defaultFaces	5.289067e-05	2.679476e-01	2.055091e-02
1200          	wall_b	5.039413e-05	1.194361e-01	2.030163e-02
1200          	defaultFaces	4.674253e-05	2.613111e-01	2.001762e-02
1300          	wall_b	4.226671e-05	1.172629e-01	2.033858e-02
1300          	defaultFaces	3.917801e-05	2.487573e-01	1.975668e-02
1400          	wall_b	4.407257e-05	1.182304e-01	2.039983e-02
1400          	defaultFaces	4.249965e-05	2.492291e-01	1.959618e-02
1500          	wall_b	4.015733e-05	1.186313e-01	2.050000e-02
1500          	defaultFaces	3.862141e-05	2.510801e-01	1.958469e-02
1600          	wall_b	3.602729e-05	1.182766e-01	2.062459e-02
1600          	defaultFaces	3.441687e-05	2.507638e-01	1.971749e-02
1700          	wall_b	3.184500e-05	1.190059e-01	2.071969e-02
1700          	defaultFaces	3.014134e-05	2.521483e-01	1.989310e-02
1800          	wall_b	2.767592e-05	1.189952e-01	2.075204e-02
1800          	defaultFaces	2.562651e-05	2.543083e-01	1.999106e-02
1900          	wall_b	2.404204e-05	1.178426e-01	2.074149e-02
1900          	defaultFaces	2.224900e-05	2.543312e-01	2.001513e-02
2000          	wall_b	2.127771e-05	1.174984e-01	2.074180e-02
2000          	defaultFaces	1.987470e-05	2.539288e-01	1.997776e-02
2100          	wall_b	1.896527e-05	1.177741e-01	2.074661e-02
2100          	defaultFaces	1.790693e-05	2.576358e-01	1.995800e-02
2200          	wall_b	1.678720e-05	1.147955e-01	2.072671e-02
2200          	defaultFaces	1.599864e-05	2.567625e-01	1.996582e-02
2300          	wall_b	1.495371e-05	1.129441e-01	2.070260e-02
2300          	defaultFaces	1.415884e-05	2.538543e-01	1.993835e-02
2400          	wall_b	1.332606e-05	1.142864e-01	2.066917e-02
2400          	defaultFaces	1.266207e-05	2.543322e-01	1.989781e-02
2500          	wall_b	1.204140e-05	1.148103e-01	2.061837e-02
2500          	defaultFaces	1.157727e-05	2.585946e-01	1.985225e-02
2600          	wall_b	1.116110e-05	1.137241e-01	2.058551e-02
2600          	defaultFaces	1.073251e-05	2.593446e-01	1.980850e-02
2700          	wall_b	1.062075e-05	1.125867e-01	2.056711e-02
2700          	defaultFaces	1.021420e-05	2.583229e-01	1.979420e-02
2800          	wall_b	1.033951e-05	1.116268e-01	2.054514e-02
2800          	defaultFaces	9.944649e-06	2.579101e-01	1.979798e-02
2900          	wall_b	1.023901e-05	1.104253e-01	2.053804e-02
2900          	defaultFaces	9.848588e-06	2.562534e-01	1.979813e-02
3000          	wall_b	1.025240e-05	1.101825e-01	2.052920e-02
3000          	defaultFaces	9.861834e-06	2.541277e-01	1.977123e-02
3100          	wall_b	1.033076e-05	1.105025e-01	2.049064e-02
3100          	defaultFaces	9.937430e-06	2.551459e-01	1.973191e-02
3200          	wall_b	1.044115e-05	1.095230e-01	2.046000e-02
3200          	defaultFaces	1.004372e-05	2.554966e-01	1.972535e-02
3300          	wall_b	1.056068e-05	1.073775e-01	2.044834e-02
3300          	defaultFaces	1.015872e-05	2.522888e-01	1.974674e-02
3400          	wall_b	1.067323e-05	1.064535e-01	2.042996e-02
3400          	defaultFaces	1.026695e-05	2.479897e-01	1.973371e-02
3500          	wall_b	1.076934e-05	1.076309e-01	2.041673e-02
3500          	defaultFaces	1.035932e-05	2.485772e-01	1.969627e-02
3600          	wall_b	1.084549e-05	1.088624e-01	2.041607e-02
3600          	defaultFaces	1.043249e-05	2.525229e-01	1.969868e-02
3700          	wall_b	1.090218e-05	1.086807e-01	2.040874e-02
3700          	defaultFaces	1.048695e-05	2.542269e-01	1.972634e-02
3800          	wall_b	1.094185e-05	1.078222e-01	2.039015e-02
3800          	defaultFaces	1.052504e-05	2.526205e-01	1.973131e-02
3900          	wall_b	1.096759e-05	1.073045e-01	2.037824e-02
3900          	defaultFaces	1.054975e-05	2.504125e-01	1.971558e-02
4000          	wall_b	1.098256e-05	1.073765e-01	2.037272e-02
4000          	defaultFaces	1.056411e-05	2.494175e-01	1.969663e-02
4100          	wall_b	1.098963e-05	1.078156e-01	2.036109e-02
4100          	defaultFaces	1.057089e-05	2.499199e-01	1.967678e-02
4200          	wall_b	1.099129e-05	1.080716e-01	2.035163e-02
4200          	defaultFaces	1.057246e-05	2.508497e-01	1.966519e-02
4300          	wall_b	1.098957e-05	1.078895e-01	2.035459e-02
4300          	defaultFaces	1.057080e-05	2.507895e-01	1.967810e-02
4400          	wall_b	1.098608e-05	1.076115e-01	2.035749e-02
4400          	defaultFaces	1.056743e-05	2.498751e-01	1.969209e-02
4475          	wall_b	1.098298e-05	1.075788e-01	2.035236e-02
4475          	defaultFaces	1.056445e-05	2.493479e-01	1.968267e-02
